metric,mean,ci_low,ci_high
roc_auc,0.9068021813875042,0.9015565210852752,0.911426159815299
pr_auc,0.5077893031568605,0.49423308238667724,0.5241372258142991
precision,0.06973019182547383,0.06775766917090349,0.07161640226470968
recall,0.9431001613798828,0.936255888033854,0.9496765311389691
f1,0.1298572232657125,0.12642576564199348,0.13313791907283515
custom_loss,0.6292285027263184,0.607780167304501,0.6548538202323297
