objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std,weight_factor
binary,-1,gbdt,143,20,0.28261604930076856,0.7831451367619798,0.8715899952676803,4,88,1.0662329110022582e-08,0.007109599882191494,cpu,42,6920.150041473273,0.6127230989133869,0.388004021237585,"[np.float64(0.6239588514822145), np.float64(0.6024214971371723), np.float64(0.6219016573883962), np.float64(0.6198590267341193), np.float64(0.5954744618250323)]",0.011532978955077086,250.9093625067519
binary,-1,gbdt,232,17,0.09129417655114835,0.8289212997048906,0.7322037405506032,2,75,1.9813243279876343e-06,5.040456059868331,cpu,42,27546.492370955926,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,998.7749974597643
binary,-1,gbdt,103,20,0.011637960982487703,0.9887316568637533,0.9229380137496076,3,73,1.1117147977431689e-07,0.0415779095930093,cpu,42,8073.272149217879,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,292.71902432227
binary,-1,gbdt,161,16,0.13194372055903544,0.7409363052736792,0.8236880206501305,6,86,9.48586097922454e-06,0.0007784377930106269,cpu,42,27213.580047933046,0.8220230226851646,0.7899480850973963,"[np.float64(0.8406447447797052), np.float64(0.8227481029136283), np.float64(0.8114852994094364), np.float64(0.8280168490570031), np.float64(0.80722011726605)]",0.011944788406353903,986.7043316158588
binary,-1,gbdt,200,18,0.07453858518303046,0.9319534794663377,0.7469269682296638,5,68,1.8757195456934706e-08,0.2336406812009537,cpu,42,9016.78333475586,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,326.92865686817424
binary,-1,gbdt,76,20,0.19236941161792298,0.879964550074313,0.9215867301351228,4,84,8.965510102130184,1.257085921083824e-06,cpu,42,16410.876515155942,0.448709970921933,0.1378357243900242,"[np.float64(0.484267677034936), np.float64(0.4641696741350662), np.float64(0.4279152467032153), np.float64(0.4628516393963127), np.float64(0.404345617340135)]",0.028649454091690587,595.0221512419944
binary,-1,gbdt,65,18,0.29292910467465333,0.8197316264682676,0.9929097245738988,3,99,5.291143106964675,1.5174594511811611e-06,cpu,42,15803.988728584021,0.5897355995017216,0.3307254041533515,"[np.float64(0.6026755003333792), np.float64(0.6080519013197583), np.float64(0.6043858349385094), np.float64(0.5912621975742438), np.float64(0.5423025633427174)]",0.0243712156656671,573.0177399605483
binary,-1,gbdt,62,18,0.14083049356030872,0.881098411369421,0.9862301936397555,3,100,8.86020567974781,6.662472956626138e-07,cpu,42,17125.21962280242,0.8794916471173977,0.8645080147786743,"[np.float64(0.880946585244531), np.float64(0.8802057425889276), np.float64(0.8779819232478886), np.float64(0.8785005185953475), np.float64(0.8798234659102936)]",0.0010953066161537922,620.9226552305627
binary,-1,gbdt,29,16,0.06042187505980822,0.6082041849198462,0.935449494673556,1,97,0.4191168188165922,6.020873315504445e-07,cpu,42,13826.894469222174,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,501.33266705617115
binary,-1,gbdt,73,19,0.2747092281527867,0.8155581739923339,0.9078575838490515,3,83,3.6112576918845827,1.4289786660003603e-08,cpu,42,11092.141885401883,0.6197738773549705,0.4299285457829818,"[np.float64(0.6206673933980336), np.float64(0.6064537978769566), np.float64(0.6314162944774887), np.float64(0.619795525263002), np.float64(0.6205363757593717)]",0.007929068509265875,402.17657603101793
binary,-1,gbdt,121,20,0.29844614739600495,0.7936754482456715,0.958086334037271,4,82,0.23208545403862632,1.7379378559595658e-06,cpu,42,16086.521162555071,0.6112265700456578,0.3405056142508377,"[np.float64(0.6060198757501032), np.float64(0.6254934541259645), np.float64(0.6195521029570519), np.float64(0.6176788095590882), np.float64(0.5873886078360815)]",0.013489610684899954,583.2617422538952
binary,-1,gbdt,84,19,0.21479831560388665,0.7423180050739395,0.9004368517017073,4,92,0.007934033457509954,8.693401553497738e-05,cpu,42,17877.187177746582,0.5003386104199613,0.1972400404856049,"[np.float64(0.5169388381470467), np.float64(0.5133404595341158), np.float64(0.4875642952395064), np.float64(0.5207967317909532), np.float64(0.4630527273881845)]",0.021984406167997864,648.1873386125768
binary,-1,gbdt,83,17,0.20407160461393392,0.7514783372860887,0.9718506706807101,2,91,0.008613787121196296,3.809712786211504e-06,cpu,42,18520.43177825354,0.48234662758973246,0.18286178195067637,"[np.float64(0.506535290569073), np.float64(0.4761924920888588), np.float64(0.4597612344685985), np.float64(0.5006985161822916), np.float64(0.4685456046398408)]",0.01822264981996051,671.5099677003633
binary,-1,gbdt,89,17,0.20545271735594475,0.7079939862163027,0.9038455810567999,2,91,0.0074951669321969465,8.163486224853708e-05,cpu,42,18566.686152547372,0.4771565454363752,0.1686919745578271,"[np.float64(0.4737159609258417), np.float64(0.4595235323377819), np.float64(0.49987299705776517), np.float64(0.4773405583896027), np.float64(0.4753296784708846)]",0.012978206737857063,673.1870491939235
binary,-1,gbdt,41,15,0.11539617636246824,0.6986855499835608,0.9598255664176911,2,78,0.0011108353205164234,4.7871195753706775e-06,cpu,42,24766.456021167116,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,897.9770170560613
binary,-1,gbdt,45,16,0.1748388586223583,0.7566685060775571,0.8215869671173712,2,90,0.013365302655097328,0.0001548904057527763,cpu,42,18473.90939127834,0.881479234695345,0.8661135370832123,"[np.float64(0.8983246372516854), np.float64(0.8668282409220316), np.float64(0.8694621425396355), np.float64(0.890692801049891), np.float64(0.8820883517134813)]",0.012067232808072028,669.8231686586831
binary,-1,gbdt,118,17,0.10129145025616419,0.7121893731239323,0.8460349113951036,1,64,0.00033613052919091886,1.3076805621032756e-07,cpu,42,20229.57068384386,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,733.4795710568039
binary,-1,gbdt,85,15,0.15893650763327694,0.6699655826684294,0.9622773584359137,2,42,0.11304811864683031,4.705238179005648e-06,cpu,42,14659.532762129858,0.8308073937076902,0.7983016647786755,"[np.float64(0.8370463661667743), np.float64(0.8259443097992316), np.float64(0.8200579980102872), np.float64(0.844474313654933), np.float64(0.8265139809072244)]",0.008756048933449497,531.5222932955033
