n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,gamma,tree_method,objective,eval_metric,scale_pos_weight,n_jobs,random_state,score,training_score,cv_scores,cv_std,weight_factor
500,0.2930873176709989,13,0.7853218036740619,0.5707801886893136,0.07658523271843903,1.6133252652249257,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,23961.47110741674,-1,42,0.7275163049684117,0.19783753665356316,"[np.float64(0.7258141331611756), np.float64(0.746229640056304), np.float64(0.7287852168575238), np.float64(0.7325106364964121), np.float64(0.7042418982706433)]",0.013574518708964419,868.7900412930821
500,0.07247580032639313,13,0.503480197277043,0.5477865919296467,0.014919709293698789,0.17750645532225162,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,16221.29246301565,-1,42,0.523429737948228,0.2263410328182393,"[np.float64(0.5394922052769164), np.float64(0.5494089133954936), np.float64(0.5015028681497788), np.float64(0.534110873568571), np.float64(0.49263382935037997)]",0.02225391056542783,588.1482520665597
500,0.011091757006296128,10,0.9971525876734075,0.7771591405716136,0.1711483025136773,3.9624516234414826,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,12024.793396686806,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,435.9924607640083
500,0.16034672949421533,12,0.6415662700411473,0.6732092855137892,0.006204668577407548,3.170709077487279,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,23109.750714593323,-1,42,0.5866219024572585,0.2550399320372554,"[np.float64(0.6202228878046715), np.float64(0.5943992295236382), np.float64(0.5803399445420485), np.float64(0.600025400588447), np.float64(0.5381220498274877)]",0.027425774355978486,837.9085402394103
500,0.014725930806703912,13,0.7613402839288843,0.5612196898926747,0.0015352190107359854,4.746467011047626,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,12286.93598104198,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,445.49717212607953
500,0.01831250490108669,8,0.7569672799328615,0.8728037133004761,0.0011645538081652778,0.19230418490192358,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,16100.64300462463,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,583.7737690697675
500,0.029619433626239658,8,0.7474220657366215,0.7579474605794061,0.5937302003168526,1.8278591488268614,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,15482.605593851325,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,561.3650970304197
500,0.02166853638659413,8,0.8126294433428638,0.822334780088643,0.013397564455350012,1.2338716373609016,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,2847.3447149170593,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,103.2384331228619
500,0.05512110340254675,15,0.7130152879938223,0.5333113091174054,0.0035422224649887873,0.5961658282360832,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,4012.447630426768,-1,42,0.4108103570962343,0.135274512120903,"[np.float64(0.43208060368092965), np.float64(0.4309164223649814), np.float64(0.40649408377960755), np.float64(0.40646233304404883), np.float64(0.37809834261160385)]",0.019820639094185345,145.4824925772523
500,0.01763980553469182,15,0.6579285609927294,0.8946559110624881,0.44167680526551595,0.46358150971516965,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,14833.365500339998,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,537.8250846028756
500,0.056395131346215766,15,0.9139647067473589,0.9952214660070864,0.0031522066956371116,2.7003281043259304,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,2835.838670572023,-1,42,0.43127890218371956,0.15414442140226817,"[np.float64(0.44164805740472235), np.float64(0.4665932879655402), np.float64(0.42774590944690216), np.float64(0.4281057511165675), np.float64(0.3923015049848655)]",0.024068293005176402,102.82124935743985
500,0.06034215955615432,15,0.9410625838475187,0.9787898727149607,0.004253690336960663,2.6828137870361615,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,3011.054117505953,-1,42,0.4232989490807279,0.11092339123851051,"[np.float64(0.42501084805317135), np.float64(0.45247494364304086), np.float64(0.42311030205533096), np.float64(0.41371208432995366), np.float64(0.402186567322143)]",0.016684396805171153,109.17417463045436
500,0.08976412750101154,15,0.8926310871047545,0.6630073661900405,0.005052512907554975,3.2845992007347093,hist,binary:logistic,<function eval_function at 0x000001FB1A076A20>,7387.814825000187,-1,42,0.4258305033821257,0.12301668143633296,"[np.float64(0.44131996994295514), np.float64(0.45396721242075627), np.float64(0.41883453633342504), np.float64(0.4217026861122283), np.float64(0.39332811210126367)]",0.02075565387646476,267.8658550680916
