metric,mean,ci_low,ci_high
roc_auc,0.9193111935604282,0.9146661918139978,0.9242131360523514
pr_auc,0.5777876175719167,0.5624756517466494,0.5923744263378603
precision,0.39194660612292365,0.38071695460369603,0.40339687270783825
recall,0.6467116534373488,0.6327906795339583,0.6614715792593286
f1,0.4880632407227903,0.4763048715108538,0.4981599179431162
custom_loss,1.2511442916652555,1.1883714481660852,1.3039057472821485
