n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,gamma,tree_method,objective,eval_metric,scale_pos_weight,n_jobs,random_state,score,trial_number,training_score
500,0.2877506827950669,12,0.9138290403123455,0.8992043958630267,0.2681420888175038,1.7331967254045402,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8872686988554835,19,0.9999999414347508
500,0.16848735146830185,9,0.9453727342303802,0.7223220042956003,0.044466798639809714,0.6060496594372778,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9026401489978138,20,1.0
500,0.10573314696149806,10,0.9517939269510064,0.8477243801372537,0.151469988840271,0.07849156313442249,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9049850241908525,21,1.0
500,0.06938471666795237,10,0.8998061332792936,0.8077557460950102,0.1988483339834018,0.4377925806708408,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9009912368659776,22,0.9999844261279018
500,0.12249933140279592,11,0.8053958417255436,0.8790795989646938,0.44623046272376615,0.3967361839642809,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9037896484398271,23,1.0
500,0.04990068747942235,9,0.9551067711222699,0.961362723243524,0.8706777338621035,1.6803390594986447,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8771608304644596,24,0.9928669779123631
500,0.08117950643548381,10,0.7222755389942164,0.8683899890628035,0.18886415392936073,0.9701727502568682,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.899423867209838,25,0.9999999597480167
500,0.13647351890578363,12,0.8974545224292433,0.7557605077081668,0.07359302838460756,0.3071093938893068,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9043333262030901,26,1.0
500,0.05766938612560296,11,0.8272953795261877,0.8126341651006443,0.40508921759834565,0.7607585015831708,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9020981128152983,27,0.9999998865239571
500,0.2091154803979067,14,0.6352283453744335,0.9373393800281385,0.012553269144033773,1.3480265634339175,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8800519865529355,28,1.0
500,0.10631489693063498,10,0.9634134537852679,0.8722988326794372,0.613993619257376,3.3886918796301995,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.897456195181606,29,0.9998952567186579
500,0.16601496804676558,8,0.8848836582062255,0.7378241030833694,0.04318179977207861,2.1616648838918797,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8970633300852183,30,0.9999693821275657
500,0.10410810545477722,10,0.9404949850312336,0.8379156168663439,0.15573760314203575,0.03615017021823041,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9051948113248611,31,1.0
500,0.10490666247319479,9,0.9256580201566703,0.7899901576818886,0.12663708499510704,0.016467970913442743,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9007915951360115,32,0.9999893477564807
500,0.08042423769781076,10,0.9699877400621296,0.8281517657572642,0.23610902208133114,0.34986952977121,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9020530774599101,33,0.9999966172637473
500,0.19514923862590627,10,0.8701464245261953,0.9078665450076805,0.08503706700449969,0.9430153511904003,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8992592006264526,34,1.0
500,0.14730772295128655,11,0.8337378244432719,0.7770987390114767,0.36029511618686694,0.49168998393713864,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9045343156400611,35,1.0
500,0.23148920633607384,10,0.8051248066655247,0.8533079501127239,0.1562740267551672,0.2884704917874983,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8988406668670095,36,1.0
500,0.10114143906615788,9,0.9270944407695243,0.8920864698945619,0.06356310231065924,0.8019474319945589,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9009727957168229,37,0.999980279829442
500,0.12226876001821804,12,0.9695887378664603,0.6790812127796252,0.0023145092376616033,1.4035457409952072,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9004709758370855,38,0.9999998607897821
500,0.057599676309844514,11,0.5044683515504548,0.6014936904715458,0.10744538223273402,0.2050929008061083,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8805118710431283,39,0.9999875877119395
500,0.022309239833398838,13,0.876544563694074,0.7624492145808409,0.6024873382507451,1.0476522261550918,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8864870937232844,40,0.9998441635092871
500,0.11318181211242907,10,0.981937428717659,0.8058678079490539,0.16165441806815203,0.024765724131501653,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9030602858859378,41,1.0
500,0.15565894734792188,10,0.9320907639162763,0.863197146988955,0.16225607610554502,0.22368174614701045,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9060262730946402,42,1.0
500,0.1643190905895104,9,0.9248401513175772,0.9231981632808877,0.4498950240065469,0.4985914157839069,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9053503994590315,43,1.0
500,0.1662909361771613,8,0.9193069719073323,0.9308910466746146,0.7841568031699424,0.5443438905099828,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.9014395275406707,44,0.9999966351143761
500,0.22141325187072491,9,0.8499871748485973,0.9633415025497662,0.46953046481421024,0.8092138196530423,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8990022990461172,45,1.0
500,0.2929268378818494,8,0.8981085068117312,0.9208114764326222,0.34027068188293114,1.1512596385043419,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8959321753313605,46,0.9999999304645071
500,0.1456672257068824,9,0.988715047723752,0.9703171968675816,0.2291981949963854,4.94478850125288,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8847090494417162,47,0.9974444675380343
500,0.17305975736378246,11,0.8463892382953412,0.8796844997440276,0.09879018280363464,4.345428904623262,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8883213832425343,48,0.9999351769501053
500,0.08558987032800593,12,0.8848684074719789,0.858974909914762,0.030346474694832794,2.0176604832931337,hist,binary:logistic,aucpr,27.580278281911674,-1,42,0.8974375912064306,49,0.9999999158110107
