n_estimators,objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std
300,binary,-1,gbdt,215,18,0.11525272027869375,0.7280845027598476,0.8704951789518898,6,37,1.6582287420694028e-06,0.0013085762246474565,cpu,42,27.580278281911674,0.8817979493418721,1.0,"[np.float64(0.8785950104607281), np.float64(0.8826501406431695), np.float64(0.8841486969217187)]",0.002345993867177674
300,binary,-1,gbdt,214,18,0.1213676559567135,0.7258655213926873,0.8757830621595292,6,37,2.60721350435265e-06,0.001376147362395995,cpu,42,27.580278281911674,0.8807031863495887,1.0,"[np.float64(0.8762682480795202), np.float64(0.879850682975589), np.float64(0.8859906279936567)]",0.004014659744877661
300,binary,-1,gbdt,213,19,0.11152395331339032,0.7245420218072474,0.8776408639484159,6,47,1.7477193173912148e-06,0.0030696798558081623,cpu,42,27.580278281911674,0.8804425752579826,1.0,"[np.float64(0.877395207970977), np.float64(0.879284141052417), np.float64(0.8846483767505537)]",0.0030723055070228976
300,binary,-1,gbdt,217,20,0.09890545165239695,0.6989994181485328,0.8723625366547356,6,38,7.297925723059544e-07,0.0014053144260301284,cpu,42,27.580278281911674,0.527964557927869,0.5830423437158837,"[np.float64(0.34354586809691434), np.float64(0.8805115342878781), np.float64(0.3598362713988146)]",0.24937705349580347
300,binary,-1,gbdt,202,19,0.20870584473413,0.637020181412752,0.851486334858726,6,63,1.70352637585861e-06,0.042021233796388495,cpu,42,27.580278281911674,0.8687423480530686,1.0,"[np.float64(0.866618747335686), np.float64(0.8657692845729151), np.float64(0.8738390122506043)]",0.003620532760351381
300,binary,-1,gbdt,219,18,0.06252103303026645,0.7295195374298967,0.952716816189769,5,58,1.174250315869161e-08,0.0007366100505009633,cpu,42,27.580278281911674,0.3549527776276387,0.37770308980183714,"[np.float64(0.3284699438857532), np.float64(0.40640085553556293), np.float64(0.3299875334616)]",0.036384560002333054
300,binary,-1,gbdt,159,19,0.11706425858894479,0.7928989853654759,0.9969843111029756,8,50,6.203229980305655e-06,0.004665590814567792,cpu,42,27.580278281911674,0.4007237751513064,0.4176443085269514,"[np.float64(0.39107752328037027), np.float64(0.404669103338419), np.float64(0.40642469883513005)]",0.0068584818657957
300,binary,-1,gbdt,186,18,0.07461520004926023,0.6899558142768683,0.8997304780941776,4,21,7.218847325137969e-05,0.5281341464791217,cpu,42,27.580278281911674,0.3190818599704907,0.3314694856842905,"[np.float64(0.31614339214328724), np.float64(0.3231678615605118), np.float64(0.31793432620767303)]",0.0029803151903767546
300,binary,-1,gbdt,25,17,0.044759786939838724,0.6337006824021236,0.7657481052998377,7,37,2.447574171957241e-06,0.027020127845864005,cpu,42,27.580278281911674,0.2168975848029507,0.22021423144651406,"[np.float64(0.20386866950827637), np.float64(0.23971660588704743), np.float64(0.20710747901352838)]",0.016189569979468577
300,binary,-1,gbdt,122,20,0.010246872741504556,0.7286070479393368,0.8743154356232893,8,94,7.705256134009269e-05,9.169255683322376,cpu,42,27.580278281911674,0.5062914468723146,0.528674210139041,"[np.float64(0.49759906477617655), np.float64(0.5003133008174373), np.float64(0.5209619750233299)]",0.010432643209152664
