metric,mean,ci_low,ci_high
roc_auc,0.9070400707680377,0.901851600651139,0.912250952631927
pr_auc,0.5195367218750433,0.5059483277766915,0.5341155010206445
precision,0.29616148850097224,0.28743007937436427,0.3049609866181351
recall,0.681015588878345,0.6673155323174864,0.6936092091692292
f1,0.41278573011127845,0.4032550259855058,0.4221700871286476
custom_loss,1.1542163951637483,1.097421639516375,1.2079821011277814
