objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std
binary,-1,gbdt,178,10,0.17603163907985367,0.8127811711708935,0.6950267512025741,10,40,4.984224731601574,0.05846434779210777,cpu,42,3267.7997172488085,0.5253686299086947,0.2414623064864422,"[np.float64(0.5423814916337697), np.float64(0.5557907437001915), np.float64(0.5383443049763986), np.float64(0.4986664691065343), np.float64(0.4916601401265796)]",0.025426672176977184
binary,-1,gbdt,251,17,0.16151541461299232,0.8138317255358359,0.70622068786304,8,41,1.1400027619118798e-08,0.18401684500458726,cpu,42,7451.59434831543,0.4754864234787354,0.1861395139065089,"[np.float64(0.47445680358144504), np.float64(0.47449913744747957), np.float64(0.5048049446478844), np.float64(0.47681137946362423), np.float64(0.44685985225324387)]",0.018345825807939413
binary,-1,gbdt,250,17,0.15031808332387978,0.82585346769732,0.7394719254579013,8,49,1.9853136633203354e-08,0.6087255477624677,cpu,42,11375.175889408683,0.428823626307956,0.14297456399282757,"[np.float64(0.4226084011557145), np.float64(0.43161493115455035), np.float64(0.46348665410748685), np.float64(0.4207289968884279), np.float64(0.40567914823360074)]",0.019230890740912266
binary,-1,gbdt,253,18,0.13529757791699606,0.8995047436017907,0.7467799306021146,8,52,1.0247801676235149e-08,0.7231913281135274,cpu,42,13244.74414205281,0.8521628312499985,0.8265840375588652,"[np.float64(0.8573242879972907), np.float64(0.8563082752124631), np.float64(0.8220265436149271), np.float64(0.8642761890650467), np.float64(0.8608788603602651)]",0.015327907716516704
binary,-1,gbdt,225,17,0.012124786806249453,0.8027507399981256,0.8204507239237604,4,50,1.3762221684838912e-08,1.6887170328712085e-05,cpu,42,14814.601262688091,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
binary,-1,gbdt,248,18,0.10117208324560943,0.8881630155054885,0.7331574266303326,8,63,2.3964208147305464e-07,0.2827340101046537,cpu,42,7679.473228649188,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
binary,-1,gbdt,216,18,0.028892144324195356,0.9692754395257926,0.7942089250309475,8,28,2.0408732051679335e-07,5.295600059076056e-06,cpu,42,10725.811174724395,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
binary,-1,gbdt,154,16,0.19327292601841342,0.8363553481712068,0.6554940652986235,3,48,1.5411889156491577e-07,0.0021592921984033174,cpu,42,13910.595163142023,0.6939195677482431,0.528411708402808,"[np.float64(0.7965116894387587), np.float64(0.782097008054018), np.float64(0.5383125542408399), np.float64(0.7860423766483924), np.float64(0.5666342103592067)]",0.1159328436551449
binary,-1,gbdt,94,19,0.05582902151496354,0.7776475338085234,0.724063828293177,9,61,6.023733686027818e-05,0.2119757830701849,cpu,42,26933.06202363499,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
binary,-1,gbdt,211,16,0.17184962053556174,0.8123404628580576,0.6497812074187634,9,41,5.587883158176166e-05,0.13564842582750497,cpu,42,4919.213653460261,0.5202801013395583,0.19390464864671156,"[np.float64(0.5253315270883825), np.float64(0.5463926254405368), np.float64(0.5465783290646233), np.float64(0.5071015811866308), np.float64(0.4759964439176174)]",0.026584556820020082
binary,-1,gbdt,212,16,0.15798376816556456,0.8785875858331902,0.664231550835162,9,43,7.307023587890527e-08,7.240422792318126,cpu,42,5736.272857047514,0.42011544271337,0.159755807668548,"[np.float64(0.4271169578883868), np.float64(0.43428196471472263), np.float64(0.4230997184768114), np.float64(0.4238194018161421), np.float64(0.3922591706707872)]",0.014479700738195184
binary,-1,gbdt,255,15,0.11766471147167612,0.8782353141200854,0.7131139381257661,7,25,5.2287485766588127e-08,7.829181171348614,cpu,42,7693.80245669665,0.8778766416928676,0.8698278234749459,"[np.float64(0.8614095060696181), np.float64(0.8767555325071174), np.float64(0.9013292974620579), np.float64(0.8798975509599306), np.float64(0.869991321465614)]",0.01333201300195165
binary,-1,gbdt,239,17,0.08204896816605514,0.9338286907106644,0.653126583603648,8,46,9.463071500873054e-07,9.791259808357124,cpu,42,10275.91593085751,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
binary,-1,gbdt,227,17,0.206240842133588,0.9189545982964538,0.8242662793103762,9,31,2.843213183058533e-08,1.5502985493135322,cpu,42,12036.978074166309,0.46330900218883536,0.14863090166832368,"[np.float64(0.4574809233016182), np.float64(0.47061500523881594), np.float64(0.4582160320047414), np.float64(0.4753296784708846), np.float64(0.45490337192811636)]",0.008104736981984762
binary,-1,gbdt,204,14,0.2006165807871222,0.9464276229230516,0.8347812566732103,9,30,6.83835316300273e-08,1.3287098741933063,cpu,42,11860.309745160992,0.47245103772421426,0.17671698760864757,"[np.float64(0.48589753087726356), np.float64(0.47035041857610044), np.float64(0.4913743835065512), np.float64(0.47753106280295493), np.float64(0.4371017928582012)]",0.019071914229653496
binary,-1,gbdt,154,19,0.22417333047110555,0.9035685360538822,0.8951549519614126,10,72,1.0146180071903825e-06,5.419251608940277,cpu,42,16314.613673071424,0.4268698504446232,0.1175211530171943,"[np.float64(0.4428439891201964), np.float64(0.43371045752325715), np.float64(0.43305886586372583), np.float64(0.42666638443790617), np.float64(0.3980695552780306)]",0.015295550487559028
binary,-1,gbdt,147,19,0.1020576190072235,0.8681707803040357,0.9502756890620857,10,73,1.952287762574303e-05,7.905576509446655,cpu,42,17032.74643355886,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
binary,-1,gbdt,87,19,0.06709842818505997,0.908132429037166,0.9193667635547776,10,57,1.08908745685994e-06,2.0157596972624308e-06,cpu,42,16282.218499644154,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05
