metric,mean,ci_low,ci_high
roc_auc,0.9191414618442473,0.9140780381470541,0.9235849272420126
pr_auc,0.5741819650289061,0.5590811945514073,0.5895667575665696
precision,0.14129899389725106,0.13684870261199888,0.1456416925305238
recall,0.8582691743387428,0.8460324809562374,0.8681454103967728
f1,0.2426441800876351,0.23571789172829238,0.24936100614894513
custom_loss,0.667677591695736,0.6277023994987638,0.709808184034951
