iterations,bootstrap_type,learning_rate,depth,l2_leaf_reg,subsample,border_count,eval_metric,task_type,loss_function,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std
300,Bernoulli,0.013330067832001061,7,8.435973780110192,0.8161624441705062,108,PRAUC,CPU,Logloss,42,27.580278281911674,0.5264385727771642,0.5406568351523041,"[np.float64(0.5212342400057911), np.float64(0.5253844830229295), np.float64(0.5326969953027723)]",0.004738636840351483
300,Bernoulli,0.10110381634812897,7,8.180624773612887,0.8085176212326437,78,PRAUC,CPU,Logloss,42,27.580278281911674,0.7175935680831237,0.785560038651321,"[np.float64(0.7121884144484236), np.float64(0.7140546871051637), np.float64(0.7265376026957838)]",0.006370115633260794
300,Bernoulli,0.08295352164548868,7,8.447095241904007,0.870159514373769,102,PRAUC,CPU,Logloss,42,27.580278281911674,0.6957220091272839,0.753197315224719,"[np.float64(0.687519663660999), np.float64(0.6947299974404206), np.float64(0.704916366280432)]",0.007136730385706569
300,Bernoulli,0.010617134547223888,10,7.118436440616753,0.884707183645395,48,PRAUC,CPU,Logloss,42,27.580278281911674,0.5968839738575895,0.6423260123273934,"[np.float64(0.5942016789876284), np.float64(0.5972134292790436), np.float64(0.5992368133060963)]",0.002068743589282715
300,Bernoulli,0.23800538855031741,7,6.148807324898083,0.6735024990789215,59,PRAUC,CPU,Logloss,42,27.580278281911674,0.7662027424812434,0.8845036479671483,"[np.float64(0.763764212058351), np.float64(0.7613214628625116), np.float64(0.7735225525228675)]",0.005271082759897934
300,Bernoulli,0.037112990693498445,7,5.511359644788689,0.7500104466841553,93,PRAUC,CPU,Logloss,42,27.580278281911674,0.6062947307526817,0.6349191414157351,"[np.float64(0.5962243070212121), np.float64(0.6089812861702845), np.float64(0.6136785990665486)]",0.007374562708385387
300,Bernoulli,0.16049810678124696,10,9.968568269572751,0.8354231384856825,128,PRAUC,CPU,Logloss,42,27.580278281911674,0.8362295261804437,0.9844043256090589,"[np.float64(0.8291972920701631), np.float64(0.8387720582067556), np.float64(0.8407192282644123)]",0.00503567971212781
300,Bernoulli,0.08256623969117434,7,1.6826114549055786,0.7432142563662748,65,PRAUC,CPU,Logloss,42,27.580278281911674,0.6968620393427951,0.7577170730064117,"[np.float64(0.6977345303498522), np.float64(0.6920960192875827), np.float64(0.7007555683909502)]",0.0035886746008756557
300,Bernoulli,0.07240549667211546,8,3.549033785792205,0.7029316605308165,76,PRAUC,CPU,Logloss,42,27.580278281911674,0.7166228075604444,0.7944359972589469,"[np.float64(0.7107847718601834), np.float64(0.7154558892023557), np.float64(0.7236277616187943)]",0.005307659265990319
300,Bernoulli,0.03592467737958577,7,3.117273454128162,0.6170451097204163,76,PRAUC,CPU,Logloss,42,27.580278281911674,0.6036627577195942,0.6315420660756501,"[np.float64(0.5984899469761671), np.float64(0.6061878637125936), np.float64(0.6063104624700218)]",0.0036580719743526794
300,Bernoulli,0.24442979053990893,5,9.7387645839195,0.9846613620855655,126,PRAUC,CPU,Logloss,42,27.580278281911674,0.7151814208916426,0.7790649517264102,"[np.float64(0.7132507415837933), np.float64(0.7140117776148174), np.float64(0.718281743476317)]",0.002214165615141295
300,Bernoulli,0.2784357693297211,10,5.926504698277014,0.6127308915913954,40,PRAUC,CPU,Logloss,42,27.580278281911674,0.8447718310087277,0.9987357181527905,"[np.float64(0.8398944509386448), np.float64(0.8480548734961543), np.float64(0.8463661685913835)]",0.0035170592189952624
300,Bernoulli,0.18028412067482003,10,9.74161331718219,0.6127004422534807,35,PRAUC,CPU,Logloss,42,27.580278281911674,0.838330976845033,0.9895391668212795,"[np.float64(0.8352862611180869), np.float64(0.8375022979045953), np.float64(0.8422043715124169)]",0.002884451934860176
300,Bernoulli,0.15628130300680146,9,3.769403286023035,0.6146592454942852,33,PRAUC,CPU,Logloss,42,27.580278281911674,0.8145506411452076,0.9664228796411316,"[np.float64(0.8098575990341708), np.float64(0.8117928754454744), np.float64(0.8220014489559775)]",0.00532742755131779
300,Bernoulli,0.27205669980972236,9,6.837551785801686,0.6611046272379524,32,PRAUC,CPU,Logloss,42,27.580278281911674,0.8324860698611634,0.9895591804516789,"[np.float64(0.8289937996189536), np.float64(0.8326007404677661), np.float64(0.8358636694967704)]",0.0028057845065207233
300,Bernoulli,0.13318833755703044,9,4.675363936063914,0.6206370367318167,43,PRAUC,CPU,Logloss,42,27.580278281911674,0.8028059093951591,0.9490838461360029,"[np.float64(0.8003572586236717), np.float64(0.7998761664976675), np.float64(0.8081843030641382)]",0.003808166772635863
300,Bernoulli,0.050510797248726584,10,7.217352580654689,0.7223218035686778,49,PRAUC,CPU,Logloss,42,27.580278281911674,0.7522239165338688,0.8616467533549895,"[np.float64(0.7486989060904894), np.float64(0.7497570734583365), np.float64(0.7582157700527803)]",0.00425884655657403
300,Bernoulli,0.1820078134333258,5,2.56932567788815,0.6606395181632864,61,PRAUC,CPU,Logloss,42,27.580278281911674,0.6774054318435853,0.7271027652763742,"[np.float64(0.6705163098905674), np.float64(0.672747215233666), np.float64(0.6889527704065225)]",0.008215838588879754
300,Bernoulli,0.29612873983749105,9,5.048435854632847,0.9749635102278418,38,PRAUC,CPU,Logloss,42,27.580278281911674,0.8426235839802002,0.9921806122026503,"[np.float64(0.8347963508359144), np.float64(0.8420702481865641), np.float64(0.8510041529181218)]",0.006628365683906843
