n_estimators,objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,min_child_samples,device,random_state,scale_pos_weight,reg_alpha,reg_lambda,colsample_bytree,subsample,score,training_score,cv_scores,cv_std
300,binary,-1,gbdt,493,17,0.04536519178054971,12,cpu,42,28.556556556556558,0.22462896231118518,0.36272136497013646,0.8571412824011654,0.9466776456819377,0.8179233988315109,0.9997274622646635,"[np.float64(0.7624115132953306), np.float64(0.8534428999278129), np.float64(0.8379157832713892)]",0.03976137082439044
300,binary,-1,gbdt,179,19,0.036557221562651655,35,cpu,42,28.556556556556558,0.49099426840734595,0.13437022474201904,0.8809777117928438,0.8858834073070914,0.8242237861086711,0.9996584564122831,"[np.float64(0.7745935023309034), np.float64(0.8585457901482402), np.float64(0.8395320658468699)]",0.03594212226017868
300,binary,-1,gbdt,181,16,0.20940395681090163,74,cpu,42,28.556556556556558,0.4936404469823862,0.23122325143544514,0.8532619275214534,0.978863258064411,0.7612268979288106,0.9998159760104222,"[np.float64(0.6749728756344578), np.float64(0.8033730441118089), np.float64(0.8053347740401651)]",0.060996061990612575
300,binary,-1,gbdt,176,18,0.030501750280857977,46,cpu,42,28.556556556556558,0.18888500044222872,0.34688481290200956,0.906422955983023,0.9881368577777437,0.8264390871250296,0.9994262470913936,"[np.float64(0.7792082387929642), np.float64(0.8615358664637377), np.float64(0.838573156118387)]",0.0346880026543861
300,binary,-1,gbdt,208,15,0.12572557343038138,60,cpu,42,28.556556556556558,0.12238495951161221,0.258857304200871,0.9494468142300424,0.9044015049524825,0.8015650656044535,0.9999802770118887,"[np.float64(0.7451090128530055), np.float64(0.8348109727142965), np.float64(0.8247752112460585)]",0.0401301511440592
300,binary,-1,gbdt,150,19,0.018245940853273714,41,cpu,42,28.556556556556558,0.3199332746949207,0.14344289405989707,0.977353299868281,0.9766262108061862,0.8223629777629408,0.9943154131772891,"[np.float64(0.7738210357095625), np.float64(0.8562236130826063), np.float64(0.8370442844966535)]",0.0352060767954164
300,binary,-1,gbdt,133,18,0.08155306054739879,41,cpu,42,28.556556556556558,0.2554373011488778,0.12479574802796833,0.8533755825757963,0.8782271193127952,0.8180601745525786,0.9999310366411439,"[np.float64(0.7716602623820661), np.float64(0.8482612734603542), np.float64(0.8342589878153157)]",0.03330395259719956
300,binary,-1,gbdt,155,11,0.013496815859463666,67,cpu,42,28.556556556556558,0.4848907788003413,0.4644739191513918,0.8655351818464379,0.9196031967113567,0.8073996805094349,0.9565027661343636,"[np.float64(0.7687550292820127), np.float64(0.8572284302396163), np.float64(0.7962155820066759)]",0.036974754574265814
300,binary,-1,gbdt,383,18,0.1808044719069771,70,cpu,42,28.556556556556558,0.4083074806240386,0.17178764925550782,0.9929022770620815,0.8197760710564144,0.7704489180149797,0.9999400893600656,"[np.float64(0.6912309258010253), np.float64(0.8126763064776035), np.float64(0.8074395217663107)]",0.0560563626857572
300,binary,-1,gbdt,432,16,0.06767093576543261,16,cpu,42,28.556556556556558,0.4340226489864388,0.0551982805163328,0.8888369102566136,0.8641898651227018,0.8155884675721138,0.9997256606778461,"[np.float64(0.7609117456763959), np.float64(0.851823572913925), np.float64(0.8340300841260202)]",0.039338784922411066
300,binary,-1,gbdt,275,14,0.0253167077237375,97,cpu,42,28.556556556556558,0.004880300894389983,0.3686199427722524,0.8020743524948518,0.9940296044622859,0.8268698915371903,0.9975345098567802,"[np.float64(0.7764478442111612), np.float64(0.8593199033858812), np.float64(0.8448419270145285)]",0.03614037531961172
300,binary,-1,gbdt,282,13,0.024703185508975337,99,cpu,42,28.556556556556558,0.014492202285782685,0.35078363562801773,0.8021007398756907,0.9986273284339284,0.8280104337133302,0.9959149437641837,"[np.float64(0.7789592956169076), np.float64(0.859601918770012), np.float64(0.845470086753071)]",0.03516094216081723
300,binary,-1,gbdt,293,13,0.01727827456612993,99,cpu,42,28.556556556556558,0.0032518626941575738,0.4256837060348762,0.8045954588400661,0.949734758651988,0.8260173615789491,0.9904074507320871,"[np.float64(0.7717805279072114), np.float64(0.8605233036869775), np.float64(0.8457482531426582)]",0.0388226834440777
300,binary,-1,gbdt,266,13,0.010164890534789877,100,cpu,42,28.556556556556558,0.0011143782432904768,0.3323826709680271,0.8024162546910497,0.998493775290079,0.8226264855698208,0.9803810249057671,"[np.float64(0.7675828925125606), np.float64(0.8593807677051043), np.float64(0.8409157964917974)]",0.03964497986687181
300,binary,-1,gbdt,357,13,0.025529980302491664,84,cpu,42,28.556556556556558,0.08466560042466802,0.4065153764908505,0.8268332654185274,0.9504693219404579,0.827848666648961,0.9974027937737678,"[np.float64(0.7792542562959502), np.float64(0.8606259340270287), np.float64(0.843665809623904)]",0.035052094498617
300,binary,-1,gbdt,355,10,0.02539910731858934,84,cpu,42,28.556556556556558,0.10082821797114767,0.4914965056375481,0.8296620614390974,0.9490554298294905,0.8158028287219938,0.9657394502336535,"[np.float64(0.7775243204997566), np.float64(0.852155316919141), np.float64(0.8177288487470837)]",0.03049839964643312
300,binary,-1,gbdt,358,12,0.05746232194771829,84,cpu,42,28.556556556556558,0.08882880662209518,0.3037585811061856,0.8267723184369337,0.923218403330024,0.8239492148671093,0.9998940698338319,"[np.float64(0.7778364425551414), np.float64(0.8517700411670195), np.float64(0.8422411608791669)]",0.03283789190966841
