objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std,weight_factor
binary,-1,gbdt,35,12,0.14822927452548917,0.7588124094444024,0.6543272915086814,8,93,2.936431729330906e-07,1.563373192135368e-07,cpu,42,26881.0396206937,0.8985420017785497,0.8856756131838261,"[np.float64(0.9083471800353488), np.float64(0.8937525797199615), np.float64(0.8856126833604978), np.float64(0.9063459136803336), np.float64(0.8986516520966069)]",0.008332591712322479,974.6471498920095
binary,-1,gbdt,170,17,0.18441601871443797,0.9844119005153047,0.9952843292861109,7,97,8.537970938564182,2.372788544911188,cpu,42,21275.20640619678,0.3913451442580844,0.12197413493634321,"[np.float64(0.3809518769777853), np.float64(0.43254627620730896), np.float64(0.3987892386173613), np.float64(0.38670279194801344), np.float64(0.357735537539953)]",0.024544347284885165,771.3920138416431
binary,-1,gbdt,16,19,0.20760508303603564,0.6969771957407489,0.6988577098927575,3,31,7.163192235783853e-06,0.0009646602120909278,cpu,42,25841.599339571083,0.9254982706863718,0.9207065788735213,"[np.float64(0.9318742260840116), np.float64(0.9201054113264259), np.float64(0.9242956628495227), np.float64(0.9201257329128125), np.float64(0.931090320259086)]",0.00512478654131299,936.9593401281636
binary,-1,gbdt,108,18,0.0302874113805091,0.9081091452971595,0.7096955910758673,6,45,1.2235677528550717e-08,8.767991687404118e-07,cpu,42,7293.556631295598,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,264.4482610633782
binary,-1,gbdt,171,13,0.16347948574407486,0.9854473040929941,0.7432066184511199,7,43,2.373238751706358e-07,1.590543733361395e-08,cpu,42,3653.19782734497,0.4708676162509401,0.14443294119059588,"[np.float64(0.5174785949389863), np.float64(0.4945759734143321), np.float64(0.4798594500772601), np.float64(0.4666405605063184), np.float64(0.3957835023178037)]",0.041160696725388315,132.45688785311833
binary,-1,gbdt,129,16,0.08083549698213732,0.9537551915565294,0.9649482953446632,2,34,2.329960022782748e-06,0.07214979738624241,cpu,42,5202.239761673817,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,188.62172848653483
binary,-1,gbdt,201,10,0.020220374620661445,0.7461221204440707,0.907662817339263,5,58,7.058882567975039,6.61414274205928e-05,cpu,42,10300.734758857943,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,373.4819008557142
binary,-1,gbdt,62,11,0.2565487240577749,0.7156010197364988,0.6194977253400529,9,13,0.09241499332067946,7.660347761170148e-06,cpu,42,27068.41592804836,0.8531576644445715,0.8021625424767811,"[np.float64(0.8928847354662546), np.float64(0.831701715579921), np.float64(0.8084160616387613), np.float64(0.8687424592003048), np.float64(0.8640433503376161)]",0.029670837265630343,981.441001115677
binary,-1,gbdt,144,20,0.054128030295434816,0.6645815006834253,0.6728277408880404,5,90,0.07797529403295968,6.963719404585531e-08,cpu,42,3044.599698673359,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,110.39046334315407
binary,-1,gbdt,107,19,0.01125576737945881,0.7730288748004266,0.8471189477148813,3,24,1.003030354601932e-08,2.144805812155372,cpu,42,11719.76831243358,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,424.9329246296947
binary,-1,gbdt,253,15,0.08286402124548677,0.8900963844228899,0.9799113532625211,10,68,0.000796136490338286,8.652180986823208,cpu,42,18957.761068887376,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,687.3665622627415
binary,-1,gbdt,183,14,0.13386688689788487,0.9991640461494202,0.7833219295965961,7,74,0.0006633349838835741,0.0032473085844328944,cpu,42,19892.020581127326,0.7935829834271282,0.7444611117303268,"[np.float64(0.7878226634351816), np.float64(0.8033168584038016), np.float64(0.7890692801049891), np.float64(0.8022987532544504), np.float64(0.7854073619372182)]",0.0076303152828773434,721.2407495602887
binary,-1,gbdt,186,17,0.12665053696123602,0.8467547513540633,0.7733733329079308,7,52,2.9821655639111204e-05,0.12351076335962628,cpu,42,17899.347882550697,0.8007183772468632,0.7493385335539602,"[np.float64(0.8050525469112153), np.float64(0.8119847174743615), np.float64(0.7920115149334293), np.float64(0.7855026141438943), np.float64(0.8090404927714159)]",0.010220586614826986,648.9908368433634
binary,-1,gbdt,231,13,0.2968221341990487,0.6062201300855495,0.8586688889509934,8,100,7.43392333976101,1.6845964840460977e-08,cpu,42,21934.988131636976,0.6593583193470058,0.4448862600093272,"[np.float64(0.6948363266904442), np.float64(0.6543545672949718), np.float64(0.6509641640031327), np.float64(0.6598649535380903), np.float64(0.6367715852083906)]",0.01931116579002124,795.3142425695856
binary,-1,gbdt,153,15,0.056631399588110205,0.987650156111802,0.7621558005643012,6,82,0.01598471091690428,0.01207863847642277,cpu,42,14640.896487181566,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,530.8465831102108
binary,-1,gbdt,214,13,0.17791560543712595,0.9300428465355739,0.9115701000080285,4,63,3.3701341927509014e-07,8.10512910624128e-05,cpu,42,22984.078504331115,0.4493937618760686,0.11779312631186638,"[np.float64(0.4584546022204113), np.float64(0.44662228666377385), np.float64(0.45414135427470737), np.float64(0.45222572656266535), np.float64(0.4355248396587854)]",0.007908053662397939,833.3519433487753
binary,-1,gbdt,226,17,0.10163998270791817,0.8365575052069991,0.9207783341395421,4,65,0.00012033235015741138,7.56156356811482e-05,cpu,42,23112.023649676812,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,837.9909518474534
binary,-1,gbdt,213,14,0.04750645828399296,0.9250139164992127,0.9994499833447198,1,79,0.00616567880519542,1.7520869844864752e-05,cpu,42,23436.90627060127,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,849.7704784208865
binary,-1,gbdt,256,16,0.18309068406992318,0.8450231879423727,0.9198400465605203,4,85,0.3729255454625943,0.6335261071190404,cpu,42,15032.357365907827,0.41594980490180483,0.13080135220201988,"[np.float64(0.41460730047519767), np.float64(0.4190629398753268), np.float64(0.44513472895455414), np.float64(0.4145799377685583), np.float64(0.38636411743538723)]",0.018657133532709997,545.040090323044
binary,-1,gbdt,243,17,0.21757381387902008,0.8606080462209569,0.8397814792184035,4,100,1.018559077298385,0.5382391292031318,cpu,42,15896.067335229904,0.4584489737150383,0.16989747440542646,"[np.float64(0.47879602484997935), np.float64(0.4725517796098934), np.float64(0.4742607370404081), np.float64(0.4468175179391656), np.float64(0.419818809135745)]",0.02231808173810082,576.3563069505076
binary,-1,gbdt,85,16,0.031515504626133915,0.8042571388579774,0.9467313913729314,1,85,0.590060230703239,8.175890812889993,cpu,42,12953.873723424698,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,469.67886222962454
binary,-1,gbdt,213,16,0.19717350267943487,0.9416079555172316,0.8930643060820724,4,71,0.6410626011457766,0.02563058050201343,cpu,42,20745.757895688537,0.45574378499168977,0.13980689983105418,"[np.float64(0.4657889445108851), np.float64(0.49786743149851304), np.float64(0.44320851766399255), np.float64(0.44243591643206404), np.float64(0.4294181148529941)]",0.02409389974921622,752.1953797433034
binary,-1,gbdt,255,14,0.09689569454314427,0.8889582073805041,0.9402400050796349,3,92,8.983024341209617,0.28751492726890493,cpu,42,16329.213638398885,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,592.0612356224224
binary,-1,gbdt,167,12,0.1737731297421938,0.95397725234954,0.8825446823625397,5,61,0.006720011531194333,0.0003245543557171169,cpu,42,24790.036827890148,0.7533257388894479,0.6476945948674784,"[np.float64(0.827246076179792), np.float64(0.4939303819573063), np.float64(0.8149355460068158), np.float64(0.8256249603115805), np.float64(0.8048917299917449)]",0.12994780848688398,898.8320050471904
binary,-1,gbdt,203,18,0.11013301227851484,0.8157868256318297,0.8188029148460063,6,74,0.09860528087248743,0.8710599453116316,cpu,42,17565.59378016775,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,636.8896499383046
binary,-1,gbdt,230,15,0.29899135129084653,0.8782134014550615,0.9392157620331533,2,87,1.691530419189211,0.0033278943727901833,cpu,42,21693.672120601183,0.6408520376852924,0.3723917131614617,"[np.float64(0.6565559283287647), np.float64(0.6152804089451459), np.float64(0.6543826598649536), np.float64(0.655673856444341), np.float64(0.6223673348432572)]",0.018138184389950334,786.5646567761
binary,-1,gbdt,190,13,0.06442468426630601,0.9645266310154011,0.9991626095882262,4,80,1.6472034211291045e-07,4.271646840011402e-06,cpu,42,8648.479169828934,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,313.5747609733501
binary,-1,gbdt,158,18,0.21944418933935478,0.9143473975004939,0.9700675678832485,8,53,6.315524600946456e-05,2.093609874422732,cpu,42,13458.001609304798,0.42255387767577446,0.13731126307246902,"[np.float64(0.4281329706732143), np.float64(0.4434366632446792), np.float64(0.4084943801198061), np.float64(0.4432614355565904), np.float64(0.38944393878458183)]",0.020928246415230643,487.95742638068776
binary,-1,gbdt,108,18,0.22562778906838377,0.9083718083992214,0.9738209282417508,9,49,0.00014093098868015925,2.905243404973133,cpu,42,13842.463679889506,0.41654878004539714,0.12693941654650262,"[np.float64(0.42183580810058524), np.float64(0.438007344925757), np.float64(0.42243295303007855), np.float64(0.4101348347903393), np.float64(0.39033295938022566)]",0.015820582233141263,501.8971722619632
binary,-1,gbdt,56,20,0.1392025831185315,0.7770251793875487,0.8756555439516339,10,95,0.0041278830923085815,2.128321962476907,cpu,42,11025.669634355454,0.9275133679965298,0.9196757445843581,"[np.float64(0.9242223797982791), np.float64(0.9353350196323303), np.float64(0.9474313654933006), np.float64(0.9119869610312639), np.float64(0.918591114027475)]",0.01256512149605876,399.7664389625307
