n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,gamma,tree_method,objective,eval_metric,scale_pos_weight,n_jobs,random_state,score,training_score,cv_scores,cv_std
500,0.02829215375571972,11,0.6242701766249773,0.6109948067927261,0.003461503506171575,0.0319102334338256,hist,binary:logistic,aucpr,1831.808890347858,-1,42,43556.6,47844.2,"[np.int64(45372), np.int64(46979), np.int64(43689), np.int64(42401), np.int64(39342)]",2612.443040527391
500,0.21917923092343236,14,0.9701559080889925,0.8326794355572891,0.0017529510326760311,4.830858404041283,hist,binary:logistic,aucpr,2121.5773839714484,-1,42,60122.4,1136.6,"[np.int64(61288), np.int64(61043), np.int64(62069), np.int64(61485), np.int64(54727)]",2718.9115175010757
500,0.02044017703552274,9,0.6087627253245731,0.538495715628817,0.020001859249995278,0.1339191027800557,hist,binary:logistic,aucpr,1718.605454272736,-1,42,47804.8,140188.4,"[np.int64(49113), np.int64(47107), np.int64(47793), np.int64(49517), np.int64(45494)]",1447.0574833088008
500,0.013792214549711673,11,0.6196672839668738,0.7110528251984602,0.5385488699898017,1.172864984050217,hist,binary:logistic,aucpr,2731.754081615468,-1,42,57444.4,188637.0,"[np.int64(91181), np.int64(49326), np.int64(48862), np.int64(51109), np.int64(46744)]",16925.483988353186
500,0.26033554784202545,10,0.5753005458584024,0.53524217704723,0.02088809892133525,3.905002094322417,hist,binary:logistic,aucpr,1766.179304594448,-1,42,79882.4,611.2,"[np.int64(77952), np.int64(82794), np.int64(80040), np.int64(86084), np.int64(72542)]",4573.182944077352
500,0.07877752829704118,13,0.5287399760588487,0.8984145026567081,0.0026016976444332286,3.104053892579656,hist,binary:logistic,aucpr,1657.9861318341682,-1,42,67567.2,259.2,"[np.int64(69515), np.int64(67967), np.int64(70311), np.int64(69133), np.int64(60910)]",3413.2754005500346
500,0.20489167136322348,9,0.8761581396747296,0.92803076190288,0.00532725646558854,1.081004539131224,hist,binary:logistic,aucpr,1259.0032094738053,-1,42,64246.2,67.4,"[np.int64(65711), np.int64(65386), np.int64(65799), np.int64(64237), np.int64(60098)]",2147.725252447342
500,0.053761708643575094,13,0.6899718374210393,0.942858464602776,0.3784740951550572,0.17627616938274138,hist,binary:logistic,aucpr,528.6440786671675,-1,42,70424.0,36.8,"[np.int64(70084), np.int64(74949), np.int64(69801), np.int64(73299), np.int64(63987)]",3759.785844965109
500,0.020923018393084306,13,0.5904683292621692,0.5855288644470675,0.02024553199775676,4.5470866557367815,hist,binary:logistic,aucpr,2037.1572711326155,-1,42,44538.2,46420.0,"[np.int64(46448), np.int64(47260), np.int64(46297), np.int64(42461), np.int64(40225)]",2722.7692814485767
500,0.01986813047152545,10,0.9412535807369675,0.5466524065259016,0.16574948736453926,2.615164399709904,hist,binary:logistic,aucpr,415.3943819813053,-1,42,36856.0,44091.0,"[np.int64(36570), np.int64(38355), np.int64(37545), np.int64(37927), np.int64(33883)]",1599.330359869405
500,0.04659401790317121,8,0.8233891637168924,0.6961859265350236,0.14469980741491043,2.519705320851139,hist,binary:logistic,aucpr,311.1393631244885,-1,42,37824.8,31190.8,"[np.int64(37552), np.int64(40182), np.int64(38130), np.int64(38553), np.int64(34707)]",1787.451302833171
500,0.04946651961168402,8,0.8311188150843434,0.6954485203833876,0.10332894743806163,2.4927568667486004,hist,binary:logistic,aucpr,330.75947998900904,-1,42,38291.2,29915.6,"[np.int64(39888), np.int64(41066), np.int64(37745), np.int64(38361), np.int64(34396)]",2268.262542123376
500,0.010110588392180564,8,0.9826601132283018,0.7871340044911834,0.12829484913010122,2.6024053012175843,hist,binary:logistic,aucpr,823.3029475737884,-1,42,57004.0,206701.8,"[np.int64(57065), np.int64(56683), np.int64(56757), np.int64(57235), np.int64(57280)]",243.84749332318344
500,0.10572741015551224,10,0.8277921003846579,0.6686184298265554,0.1115479723536202,1.8819065853437142,hist,binary:logistic,aucpr,926.6981412677657,-1,42,59971.6,251.4,"[np.int64(61636), np.int64(64830), np.int64(61536), np.int64(58393), np.int64(53463)]",3838.631975066117
500,0.03481231272182052,9,0.918307134129244,0.5083398671587032,0.9026874126750742,3.504945017594982,hist,binary:logistic,aucpr,284.34294538173026,-1,42,38660.4,27401.8,"[np.int64(40316), np.int64(40889), np.int64(38843), np.int64(38298), np.int64(34956)]",2078.2167933110345
500,0.09706776775754203,10,0.7659826040397497,0.620018126256227,0.24228418208449196,2.0553189780831396,hist,binary:logistic,aucpr,749.9754724575456,-1,42,60319.8,431.8,"[np.int64(61455), np.int64(63619), np.int64(62476), np.int64(60457), np.int64(53592)]",3524.3358182783886
500,0.035616664003601174,8,0.7737190930714775,0.7849350611771526,0.05102605685832011,3.0189772020518433,hist,binary:logistic,aucpr,1297.6261130126857,-1,42,39437.4,83872.6,"[np.int64(39417), np.int64(41165), np.int64(38959), np.int64(41037), np.int64(36609)]",1659.665701278423
500,0.018850797654013186,12,0.8843478125366903,0.6551938551019949,0.05320281173028739,1.449916640494263,hist,binary:logistic,aucpr,1132.4635588572007,-1,42,40269.6,32214.0,"[np.int64(40699), np.int64(42487), np.int64(40950), np.int64(40071), np.int64(37141)]",1754.523935430919
500,0.06994366846528177,9,0.6906203197455251,0.9910795276405433,0.009429603326262876,3.8578918202759604,hist,binary:logistic,aucpr,545.1282921453568,-1,42,51640.6,6404.8,"[np.int64(54623), np.int64(53690), np.int64(53211), np.int64(51396), np.int64(45283)]",3347.8295416582964
500,0.14089408825051913,11,0.9026078971980791,0.7587019640405519,0.23908916870318114,2.1968210467646454,hist,binary:logistic,aucpr,597.3610154628992,-1,42,62016.0,227.4,"[np.int64(63452), np.int64(65577), np.int64(63289), np.int64(61730), np.int64(56032)]",3232.751088469386
500,0.04312183127012981,10,0.8202385455980433,0.831679436346465,0.06280999766683848,2.9060191663132184,hist,binary:logistic,aucpr,979.5993405103459,-1,42,46054.6,12972.2,"[np.int64(47478), np.int64(49673), np.int64(46581), np.int64(44439), np.int64(42102)]",2593.422186995399
500,0.0537061293859511,8,0.809096860064479,0.6926145219401595,0.12899827315015477,2.489050559931232,hist,binary:logistic,aucpr,301.482487293611,-1,42,39544.6,24114.4,"[np.int64(41512), np.int64(41541), np.int64(40271), np.int64(39224), np.int64(35175)]",2348.6217745733347
500,0.028187860839986208,8,0.9518004631602741,0.737587450671326,0.2376051545908662,1.518580107451744,hist,binary:logistic,aucpr,280.7808150241957,-1,42,35911.6,62104.0,"[np.int64(34208), np.int64(37114), np.int64(37126), np.int64(37112), np.int64(33998)]",1478.215897627948
500,0.025962355642996617,15,0.9493789451873552,0.5745573786003085,0.27100291366289003,1.6177583948719632,hist,binary:logistic,aucpr,600.5633139884337,-1,42,61413.2,503.4,"[np.int64(61194), np.int64(64307), np.int64(63590), np.int64(63694), np.int64(54281)]",3721.0458422330676
500,0.015041400664550803,9,0.9357015108074129,0.7311601047725635,0.886977616993564,0.6833109509135114,hist,binary:logistic,aucpr,518.9535828002396,-1,42,39392.8,100409.2,"[np.int64(38395), np.int64(40728), np.int64(40048), np.int64(40609), np.int64(37184)]",1383.1551467568634
500,0.02925700511583968,8,0.9891320644165086,0.8302307626054857,0.4595682981199449,1.7653320322759496,hist,binary:logistic,aucpr,736.3047054268964,-1,42,38447.4,90365.0,"[np.int64(38022), np.int64(39335), np.int64(39175), np.int64(39683), np.int64(36022)]",1334.7264288984466
500,0.012117161581132902,9,0.8597617645227842,0.640657851741114,0.20630111870302528,0.7170215305983656,hist,binary:logistic,aucpr,284.0034629161384,-1,42,38587.6,92177.2,"[np.int64(38611), np.int64(38680), np.int64(39077), np.int64(40062), np.int64(36508)]",1161.6530635262836
500,0.04018132860680164,12,0.7190559710888834,0.7468300513015834,0.07406131187419258,3.41856118233256,hist,binary:logistic,aucpr,2470.3901569330087,-1,42,51661.0,6372.0,"[np.int64(52763), np.int64(54513), np.int64(51006), np.int64(51843), np.int64(48180)]",2094.173727272883
500,0.017967415824115374,8,0.9285581540646257,0.870427953258998,0.036382259548964895,2.2398191562066248,hist,binary:logistic,aucpr,1451.3209199732535,-1,42,48816.6,159998.8,"[np.int64(48744), np.int64(47826), np.int64(49486), np.int64(50564), np.int64(47463)]",1124.3038023594868
500,0.02555780378012166,10,0.8506500238562315,0.5970854383643354,0.17258458178169447,1.232834250303483,hist,binary:logistic,aucpr,1047.9676236746259,-1,42,38380.2,46798.8,"[np.int64(38674), np.int64(40743), np.int64(38249), np.int64(38720), np.int64(35515)]",1673.9886976918333
