objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std,weight_factor
binary,-1,gbdt,142,12,0.011509450728111808,0.643128135753613,0.9749591296499388,4,53,0.0005625318311833827,0.00024196165731384884,cpu,42,21526.814656364757,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,780.5147735033175
binary,-1,gbdt,105,17,0.1408940114339962,0.8305029775081262,0.7034337200017462,10,38,2.1785181670270566,5.607149612357535e-08,cpu,42,24451.070640768117,0.8237418447855273,0.7867809476040968,"[np.float64(0.8285372590938436), np.float64(0.8117307142781547), np.float64(0.8213597781681943), np.float64(0.8317422686958914), np.float64(0.8253392036915522)]",0.006920922395795762,886.5418394564994
binary,-1,gbdt,178,20,0.04941038460788446,0.9353136967777849,0.6403780132194791,3,15,0.4907176523854316,2.6833486702223336e-05,cpu,42,6895.827956511513,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,250.02749740324742
binary,-1,gbdt,24,18,0.012163469696335296,0.6990121884982196,0.9111057716497568,5,93,0.014818255587935923,1.389230667358701e-07,cpu,42,18678.085833470315,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,677.2261556809673
binary,-1,gbdt,219,13,0.2921049136503483,0.8507244247515265,0.8862515990733122,2,67,2.5311577361330375,0.004128560468127365,cpu,42,7121.736575355971,0.6586238960612806,0.47738880151980256,"[np.float64(0.6823372527437637), np.float64(0.6304465164519987), np.float64(0.6566157949325826), np.float64(0.6833604978515335), np.float64(0.6403594183265245)]",0.021474687853341494,258.21844517162504
binary,-1,gbdt,122,19,0.11450374126963639,0.6959599012778102,0.737212904197833,7,85,8.0503642896169e-08,5.8043519252055964e-08,cpu,42,5553.628217025222,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,201.36229809789586
binary,-1,gbdt,66,18,0.06271637506796564,0.7627766934565076,0.9910148339209274,8,99,0.05265887742484482,5.4459086427486265e-08,cpu,42,6803.303315516242,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,246.67275819251392
binary,-1,gbdt,206,16,0.022067310893409398,0.6134108841299948,0.8524137194003798,3,66,0.011534049605049399,5.173841011337038,cpu,42,9217.671357432022,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,334.2124130588401
binary,-1,gbdt,224,16,0.02389037832075602,0.6769557421860743,0.9953517554909741,1,69,5.329599871191883e-08,0.001374051905070631,cpu,42,8044.406275529068,3.4989162462416536,3.4989162461534726,"[np.float64(3.498894027749849), np.float64(3.498894027749849), np.float64(3.4989310585695237), np.float64(3.4989310585695237), np.float64(3.4989310585695237)]",1.8141322591984156e-05,291.67241147109576
binary,-1,gbdt,167,10,0.13004699863264155,0.7233170050792734,0.6805700612459953,7,49,1.3534414610334771e-05,5.66954066089934e-07,cpu,42,19909.043666268535,0.8362007243873064,0.8071002878710913,"[np.float64(0.8411315842391017), np.float64(0.8506461206303513), np.float64(0.8232754058802362), np.float64(0.8462100205321423), np.float64(0.8197404906547001)]",0.012419114411687263,721.8579690447045
