iterations,learning_rate,depth,l2_leaf_reg,subsample,border_count,eval_metric,task_type,verbose,scale_pos_weight,random_state,score,trial_number,training_score
500,0.10932427632907098,15,5.180202369418591,0.7283150493387615,138,PRAUC,CPU,False,27.580278281911674,42,0.897111070516136,37,0.999998473843675
500,0.24231487166947155,12,3.10175660225281,0.5557847825427836,235,PRAUC,CPU,False,27.580278281911674,42,0.8908359246338589,38,0.9999963663138698
500,0.025705239596824744,14,4.488861741931291,0.6798686484903733,89,PRAUC,CPU,False,27.580278281911674,42,0.8553858017968288,39,0.9877783077199351
500,0.11232602833226725,15,5.42052995597778,0.800866950808104,64,PRAUC,CPU,False,27.580278281911674,42,0.8980606270650282,40,0.9999995643496189
500,0.08141798774887599,15,4.702294658204889,0.6533561433536124,169,PRAUC,CPU,False,27.580278281911674,42,0.897751008474502,41,0.9999985611478952
500,0.09032142296899955,16,6.184715345399506,0.6605365403318709,189,PRAUC,CPU,False,27.580278281911674,42,0.8966300040061433,42,0.9999988939124631
500,0.0615392196145158,15,3.824779190333156,0.6119337335994488,176,PRAUC,CPU,False,27.580278281911674,42,0.8940598986691894,43,0.9999964836119288
500,0.07216522514600156,14,5.098173079221926,0.6162096073343909,156,PRAUC,CPU,False,27.580278281911674,42,0.8965441406781554,44,0.9999798352947319
500,0.04430451693617261,13,3.289821405256408,0.7476043192476027,197,PRAUC,CPU,False,27.580278281911674,42,0.8800480862169733,45,0.9975029628918635
500,0.014244234349044479,16,6.373376737289326,0.5745624902202846,112,PRAUC,CPU,False,27.580278281911674,42,0.8449556918316752,46,0.9845384647556805
500,0.10108137112500816,13,7.168197044932248,0.6691067364093614,146,PRAUC,CPU,False,27.580278281911674,42,0.8983431765932561,47,0.9998674802292222
500,0.0792342408547453,15,5.94887493739689,0.8424393783852,183,PRAUC,CPU,False,27.580278281911674,42,0.8999947885129272,48,0.9999864749283911
500,0.11953209737911757,14,4.715771310145934,0.6903822783464607,168,PRAUC,CPU,False,27.580278281911674,42,0.8966568407451512,49,0.9999993520257191
