iterations,bootstrap_type,learning_rate,depth,l2_leaf_reg,subsample,border_count,eval_metric,task_type,loss_function,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std
300,Bernoulli,0.014382154792341556,8,2.3463807054790107,0.9171429865416272,71,AUC,CPU,Logloss,42,5.0,0.9036874815358577,0.9423437473000744,"[np.float64(0.8922507023600422), np.float64(0.901274860151242), np.float64(0.9175368820962886)]",0.010463054935424527
300,Bernoulli,0.02212766438927522,4,7.48674975426973,0.7870527069601746,77,AUC,CPU,Logloss,42,5.0,0.8874070673783047,0.9106537862003958,"[np.float64(0.8776151367809416), np.float64(0.8849202397846638), np.float64(0.8996858255693081)]",0.009180307166560426
300,Bernoulli,0.021021123112037722,7,9.336882148580303,0.9134807694014666,34,AUC,CPU,Logloss,42,5.0,0.9041599811236449,0.9389433949936997,"[np.float64(0.8932356406927507), np.float64(0.901100001707626), np.float64(0.918144300970558)]",0.010396568175080582
300,Bernoulli,0.012174588386249581,8,6.99156363892509,0.9562182545968914,118,AUC,CPU,Logloss,42,5.0,0.9005996294802259,0.9348459416878195,"[np.float64(0.8904778930818322), np.float64(0.8981506198101245), np.float64(0.9131703755487209)]",0.009424628247335119
300,Bernoulli,0.023245549291392324,7,6.908463739413451,0.7576582012576972,56,AUC,CPU,Logloss,42,5.0,0.9042144519417441,0.9415713391210673,"[np.float64(0.8932741268929777), np.float64(0.9005189283189566), np.float64(0.918850300613298)]",0.010763451635912327
300,Bernoulli,0.010039132711859085,4,7.352213693603542,0.6250084998092001,60,AUC,CPU,Logloss,42,5.0,0.8729121505389562,0.8890230655917962,"[np.float64(0.8650649169575002), np.float64(0.8689145372525764), np.float64(0.8847569974067917)]",0.008521744426110645
300,Bernoulli,0.01761897196438232,6,1.0091087810630843,0.6358717733681054,101,AUC,CPU,Logloss,42,5.0,0.8950727267434173,0.923978758726017,"[np.float64(0.8847066099089096), np.float64(0.8924719196103322), np.float64(0.90803965071101)]",0.009701575355777713
300,Bernoulli,0.019036209804049714,7,5.930032983721135,0.7280427954364984,43,AUC,CPU,Logloss,42,5.0,0.9008543938298574,0.9345598436400412,"[np.float64(0.8897008578531024), np.float64(0.8979207664218861), np.float64(0.9149415572145836)]",0.010511195726169615
300,Bernoulli,0.022181695929982686,8,6.323999506314658,0.832542551364339,68,AUC,CPU,Logloss,42,5.0,0.9099754789486334,0.951917852504327,"[np.float64(0.8982722349957106), np.float64(0.9070022634537906), np.float64(0.9246519383963988)]",0.0109727600800391
300,Bernoulli,0.0213548719126858,8,5.134270729836873,0.9818176883572358,56,AUC,CPU,Logloss,42,5.0,0.909624122908378,0.9523577707209058,"[np.float64(0.8955957709949198), np.float64(0.9092420027001948), np.float64(0.9240345950300195)]",0.01161324502496947
300,Bernoulli,0.027845682603082338,3,4.085999978282418,0.8717713224128109,95,AUC,CPU,Logloss,42,5.0,0.8841077370728941,0.9068337504116606,"[np.float64(0.8757620036874583), np.float64(0.8808392986252538), np.float64(0.8957219089059703)]",0.008470004781482538
300,Bernoulli,0.026120917016110613,8,4.356003324351562,0.9937623059210065,53,AUC,CPU,Logloss,42,5.0,0.9123389021730551,0.9584923634136433,"[np.float64(0.8984634911659852), np.float64(0.9098785962849391), np.float64(0.9286746190682411)]",0.012455732042689956
300,Bernoulli,0.027193028885803106,6,4.028780653306502,0.8540061688622077,87,AUC,CPU,Logloss,42,5.0,0.9024742106134607,0.9370832005406187,"[np.float64(0.8913786526855081), np.float64(0.8995820361857572), np.float64(0.9164619429691168)]",0.010442425246820168
300,Bernoulli,0.025840291557763136,5,3.654194674912056,0.8327914096456979,68,AUC,CPU,Logloss,42,5.0,0.8953916514585817,0.9249304765528774,"[np.float64(0.8843218318231303), np.float64(0.8923396847633002), np.float64(0.9095134377893147)]",0.01050841340135625
300,Bernoulli,0.02510998938463334,8,9.063532359674415,0.7172192521758114,48,AUC,CPU,Logloss,42,5.0,0.9094723120993656,0.951690214545298,"[np.float64(0.8966989581516017), np.float64(0.9073327807241031), np.float64(0.9243851974223923)]",0.011403658977689779
300,Bernoulli,0.02950031709683311,7,5.591481056941862,0.6883081991146737,33,AUC,CPU,Logloss,42,5.0,0.9082061629331216,0.9486997998312959,"[np.float64(0.8957473556445461), np.float64(0.9059582703143346), np.float64(0.9229128628404843)]",0.011203599457981979
300,Bernoulli,0.016678379169271024,6,2.44542462703924,0.9950937832169092,83,AUC,CPU,Logloss,42,5.0,0.8962618556784161,0.9249985302348734,"[np.float64(0.8862124388741797), np.float64(0.8936182697296291), np.float64(0.9089548584314396)]",0.009470861341718201
300,Bernoulli,0.023575510763863567,5,4.8436258549040865,0.9117632098161939,65,AUC,CPU,Logloss,42,5.0,0.8947661813648481,0.9227981057463976,"[np.float64(0.8853309171258368), np.float64(0.8920104694460561), np.float64(0.9069571575226512)]",0.009041350546599047
300,Bernoulli,0.029568922427186582,8,8.039661981978695,0.8191020186220036,45,AUC,CPU,Logloss,42,5.0,0.9131764436954789,0.9585488386753993,"[np.float64(0.9009287898092486), np.float64(0.9087848216009146), np.float64(0.9298157196762732)]",0.012195038273869079
