n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,gamma,tree_method,objective,eval_metric,scale_pos_weight,n_jobs,random_state,score,training_score,cv_scores,cv_std,weight_factor
500,0.1761477943078499,14,0.5832880363511387,0.9371982971213139,0.004706274958444432,2.978656705624508,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,5556.898373154692,-1,42,0.5528688851642853,0.2041833777463206,"[np.float64(0.5776350185739837), np.float64(0.5749468180807942), np.float64(0.5342802108248841), np.float64(0.5449590415511293), np.float64(0.5325233367906357)]",0.019610416947317872,201.48086673944636
500,0.16957689322270017,13,0.9970464439885749,0.5665608827238138,0.07179838316914401,4.66234345303025,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,12894.266043766225,-1,42,0.46277973466219635,0.10676141719877671,"[np.float64(0.49064950733963403), np.float64(0.4793040312423931), np.float64(0.45283957411680037), np.float64(0.4627987215037148), np.float64(0.42830683910843936)]",0.021619270508465314,467.51761936437157
500,0.01555796036780099,9,0.5001064315877723,0.7768053775642607,0.02837443910548983,0.9992014530216092,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,18376.458607518976,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,666.2898183870409
500,0.03335342099232182,8,0.7939187950441335,0.7823101138943617,0.01618215205336532,1.3040548574555295,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,18145.309159034943,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,657.9088497064009
500,0.012362252252745365,13,0.9380929559277916,0.7474802103490445,0.12474865326941721,4.954340878257276,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,23274.16353424576,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,843.8697860967542
500,0.04664531868716396,10,0.8497310879162701,0.6151588538859053,0.0030042860895899376,0.4276644726802764,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,10916.483981843096,-1,42,0.4281801153422933,0.19799938033236958,"[np.float64(0.42612211203657646), np.float64(0.4419867283329982), np.float64(0.45755985013652817), np.float64(0.41897212285417945), np.float64(0.3962597633511843)]",0.020792896639758852,395.807608257622
500,0.015879718416022738,15,0.5451124421433041,0.6927264814544905,0.5759990523015859,2.6663381791182585,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,8857.55414309039,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,321.1553579174563
500,0.01766704285163519,13,0.9875113071432859,0.803382582640985,0.0027978584804695425,0.4450950156176897,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,9425.030521914763,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,341.73079856471577
500,0.02524529469769127,12,0.5095752767332358,0.9361005430826159,0.002878989973739307,0.8067894492094091,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,13771.63051082244,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,499.328917933887
500,0.015129041368503232,10,0.7744337610700687,0.5651709422768606,0.007390799166129397,0.26045301284822076,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,27240.902557286234,-1,42,0.9650108375375834,0.9650108375384653,"[np.float64(0.9650110597225016), np.float64(0.9650110597225016), np.float64(0.9650106894143048), np.float64(0.9650106894143048), np.float64(0.9650106894143048)]",1.8141322593289504e-07,987.694985483594
500,0.08132905747489559,10,0.669630357789557,0.5041092609316399,0.0011296305430137773,1.8668161796316587,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,3540.523438890658,-1,42,0.45064673097801133,0.20786909549215626,"[np.float64(0.47292220093769516), np.float64(0.49196185718670293), np.float64(0.45507270918442944), np.float64(0.43097390089537074), np.float64(0.40230298668585823)]",0.03145429495090969,128.37156328522923
500,0.07020049533231798,10,0.6692496652499249,0.529462764168129,0.0011378852579572922,1.994202265110375,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,3568.7248951136453,-1,42,0.44062838519979525,0.188414972197671,"[np.float64(0.4540201297532994), np.float64(0.47795993099579837), np.float64(0.4198823106068624), np.float64(0.44128230637343097), np.float64(0.4099972482695849)]",0.024257274815030427,129.39408582596383
500,0.06481587977627473,11,0.867964656804304,0.634147176926506,0.0011215605186715462,3.5704825797676825,hist,binary:logistic,<function eval_function at 0x000001FB13F58E00>,7708.025388168329,-1,42,0.4222787204502116,0.16425854298059975,"[np.float64(0.42283065395239555), np.float64(0.441267052610412), np.float64(0.4443197934085473), np.float64(0.414611688504117), np.float64(0.3883644137755858)]",0.02027626130259036,279.4759831420404
