metric,mean,ci_low,ci_high
roc_auc,0.9167558848423135,0.9117943932173193,0.9211720139228533
pr_auc,0.5324067262279173,0.5171839340108764,0.5500247217620489
precision,0.07422386421353754,0.07215748181853052,0.07633947141033888
recall,0.9452909842122452,0.9388709393246217,0.9520414130009148
f1,0.13763834330321115,0.1340895367410288,0.14129853169841156
custom_loss,0.5944223930639754,0.57143546584482,0.6167943746401598
