metric,mean,ci_low,ci_high
roc_auc,0.9167558848423135,0.9117943932173193,0.9211720139228533
pr_auc,0.5324067262279173,0.5171839340108764,0.5500247217620489
precision,0.2750113260623991,0.26799748746647545,0.2834113797567631
recall,0.7306246584808119,0.7184530951051238,0.744936315139716
f1,0.3995933961536504,0.39098970746860545,0.4093133117830102
custom_loss,0.9939664967656722,0.9436949656246825,1.0445391082737834
