metric,mean,ci_low,ci_high
roc_auc,0.9133834627032371,0.9080068589592106,0.9181216183196229
pr_auc,0.5315750903652582,0.5160120428965427,0.5487121502557708
precision,0.2745802455535691,0.26675013279037413,0.28306216659253725
recall,0.720380817972848,0.7076630727022171,0.7330113473616972
f1,0.3975926840855697,0.3882465293205905,0.40726656061466693
custom_loss,1.0284685626714534,0.975386298980594,1.077346792765943
