metric,mean,ci_low,ci_high
roc_auc,0.9068021813875042,0.9015565210852752,0.911426159815299
pr_auc,0.5077893031568605,0.49423308238667724,0.5241372258142991
precision,0.037432273773011115,0.03635373643379112,0.03840291864737047
recall,0.9983338341297082,0.9969906927057107,0.9995230413830043
f1,0.07215844078955201,0.07015444422334009,0.07396329947444512
custom_loss,0.8898044586310835,0.8848513648525078,0.8945803840552714
