metric,mean,ci_low,ci_high
roc_auc,0.9068021813875042,0.9015565210852752,0.911426159815299
pr_auc,0.5077893031568605,0.49423308238667724,0.5241372258142991
precision,0.26990245074531743,0.2611269695997874,0.2781391961642291
recall,0.702188077979385,0.6879847770975303,0.7163996847817481
f1,0.3899125351055816,0.37946584323466925,0.3998193784882509
custom_loss,1.0909887137196466,1.0342938242964068,1.143399050022014
