iterations,bootstrap_type,learning_rate,depth,l2_leaf_reg,subsample,border_count,eval_metric,task_type,loss_function,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std
300,Bernoulli,0.01900374826476142,6,9.904870924520075,0.7066417028196362,111,PRAUC,CPU,Logloss,42,27.46147358274595,0.5287053124530988,0.583093094567428,"[np.float64(0.5238169176285199), np.float64(0.5191649658714493), np.float64(0.543134053859327)]",0.01037791236917401
300,Bernoulli,0.01424323267912269,8,9.912432061918471,0.7766886006649043,38,PRAUC,CPU,Logloss,42,27.46147358274595,0.5421848547393376,0.6420955503396298,"[np.float64(0.5305772653431551), np.float64(0.5411461772872329), np.float64(0.5548311215876252)]",0.00992879730276157
300,Bernoulli,0.02567731813242579,7,8.678681159414351,0.727595773473682,114,PRAUC,CPU,Logloss,42,27.46147358274595,0.5511386737465074,0.6602338034384494,"[np.float64(0.5415590870269524), np.float64(0.5445267641227408), np.float64(0.5673301700898289)]",0.011513041654664566
300,Bernoulli,0.020145512675280988,7,8.454083024180171,0.8761071252023334,97,PRAUC,CPU,Logloss,42,27.46147358274595,0.5504744441433648,0.6410267794635279,"[np.float64(0.5375795043167704), np.float64(0.5487937035772086), np.float64(0.5650501245361154)]",0.011277630083397064
300,Bernoulli,0.027405703664641075,5,9.098508563660541,0.8227907216169753,74,PRAUC,CPU,Logloss,42,27.46147358274595,0.5277758508318845,0.5839319630992137,"[np.float64(0.5213714492209532), np.float64(0.5209251059984621), np.float64(0.5410309972762384)]",0.009374575048644961
300,Bernoulli,0.017663287754799258,7,6.181245353202578,0.9507896608807143,48,PRAUC,CPU,Logloss,42,27.46147358274595,0.5410641351035393,0.6296919022745574,"[np.float64(0.5287292661889582), np.float64(0.5411191007702169), np.float64(0.553344038351443)]",0.010049013817987102
300,Bernoulli,0.012472972379684978,6,1.3092141428217738,0.6505861006992861,82,PRAUC,CPU,Logloss,42,27.46147358274595,0.5059134226786549,0.5424629773345305,"[np.float64(0.5034281893841941), np.float64(0.49695691400712655), np.float64(0.5173551646446443)]",0.008510951598329868
300,Bernoulli,0.015047526801913482,6,1.446315491103829,0.9855514835226569,49,PRAUC,CPU,Logloss,42,27.46147358274595,0.5216876989992701,0.5750306436766951,"[np.float64(0.5173761441461429), np.float64(0.5149943324283583), np.float64(0.5326926204233093)]",0.00784217140111508
300,Bernoulli,0.02006409090716205,5,2.0431959087164655,0.796666544972197,39,PRAUC,CPU,Logloss,42,27.46147358274595,0.5171258819946155,0.5582234303133727,"[np.float64(0.5161999378836681), np.float64(0.5070057574514288), np.float64(0.5281719506487497)]",0.008665831869629376
300,Bernoulli,0.012318879557011511,6,1.0769634565818973,0.9056506823625095,69,PRAUC,CPU,Logloss,42,27.46147358274595,0.510698311166261,0.5531905089188909,"[np.float64(0.5098507113370695), np.float64(0.5038392265051745), np.float64(0.5184049956565389)]",0.005976577997792334
300,Bernoulli,0.029034535338986006,3,6.8229039523329105,0.6184715196689141,124,PRAUC,CPU,Logloss,42,27.46147358274595,0.488737173540901,0.5086893564430851,"[np.float64(0.4857851246967224), np.float64(0.483192530375938), np.float64(0.49723386555004256)]",0.006100585635914993
300,Bernoulli,0.023947258207453075,8,7.7404310209539915,0.8697940015371681,102,PRAUC,CPU,Logloss,42,27.46147358274595,0.5684483943503438,0.7093946527914109,"[np.float64(0.5521922613996681), np.float64(0.5689336457492331), np.float64(0.5842192759021301)]",0.013079475427180293
300,Bernoulli,0.02485179605610691,8,7.63984838112968,0.7306963393361064,105,PRAUC,CPU,Logloss,42,27.46147358274595,0.564488575354127,0.7059416115283869,"[np.float64(0.5419163426927898), np.float64(0.5623091721139991), np.float64(0.5892402112555923)]",0.01938125353358521
300,Bernoulli,0.02379903255288891,8,4.648282860429357,0.869810546612839,98,PRAUC,CPU,Logloss,42,27.46147358274595,0.5657870660364633,0.7099302586228382,"[np.float64(0.5405106256325238), np.float64(0.5725072172018539), np.float64(0.5843433552750121)]",0.01851481156159655
300,Bernoulli,0.023096872240446834,8,4.4613574230681365,0.8592984203442929,91,PRAUC,CPU,Logloss,42,27.46147358274595,0.5653134936537226,0.7064011653304157,"[np.float64(0.5484688323650584), np.float64(0.5627314698212036), np.float64(0.5847401787749061)]",0.014919847584109035
300,Bernoulli,0.023709508645128757,3,4.592847622765539,0.9212768871239351,87,PRAUC,CPU,Logloss,42,27.46147358274595,0.4811848079512435,0.491934494440138,"[np.float64(0.4852945535272026), np.float64(0.47434708872391074), np.float64(0.4839127816026173)]",0.004867793927901396
300,Bernoulli,0.022169515460085457,4,3.0565563401354607,0.8491848648187528,65,PRAUC,CPU,Logloss,42,27.46147358274595,0.5018406902015762,0.5302865032206515,"[np.float64(0.4977368402671138), np.float64(0.49687100443547205), np.float64(0.5109142259021426)]",0.006425688316122484
300,Bernoulli,0.02652955238676156,8,5.163809147214589,0.9805971482969935,124,PRAUC,CPU,Logloss,42,27.46147358274595,0.5729609295515069,0.7285758691115811,"[np.float64(0.5580974449462122), np.float64(0.567945307809189), np.float64(0.5928400358991195)]",0.014620288474736485
300,Bernoulli,0.028935225586873288,7,5.919940088998049,0.9954855703295993,127,PRAUC,CPU,Logloss,42,27.46147358274595,0.5621484398561077,0.6875582714727021,"[np.float64(0.5483060810997166), np.float64(0.5597033376433811), np.float64(0.5784359008252256)]",0.012421363392583713
