n_estimators,objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,training_score,cv_scores,cv_std
300,binary,-1,gbdt,225,15,0.028523515892811765,0.6856841473092764,0.6309274513114117,1,39,2.77162930978555,1.3323052524991166e-05,cpu,42,27.46147358274595,0.5264486562721765,0.7723180594156666,"[np.float64(0.5939598481727166), np.float64(0.4811807950437682), np.float64(0.5042053256000447)]",0.04865424288252699
300,binary,-1,gbdt,194,19,0.06107514383069522,0.8956559145043081,0.660164523006381,2,69,1.6036879788740455,8.308562217189713e-05,cpu,42,27.46147358274595,0.4505489256163731,0.6198423848934358,"[np.float64(0.5769364948688106), np.float64(0.37327300702481503), np.float64(0.40143727495549364)]",0.09010612166836957
300,binary,-1,gbdt,65,16,0.18286895673148185,0.8341731718700751,0.9724408666578208,4,47,3.074474935600081e-08,3.2937659950946412e-06,cpu,42,27.46147358274595,0.586761679672021,0.9995039272205526,"[np.float64(0.5079043004210133), np.float64(0.6079911125792044), np.float64(0.6443896260158453)]",0.057706600673015286
300,binary,-1,gbdt,106,10,0.1373963325579083,0.808614170895561,0.9654945640253472,4,78,5.477317185227223,1.422409136689354,cpu,42,27.46147358274595,0.40675577667768126,0.5466357004096769,"[np.float64(0.5477134585300277), np.float64(0.3205309553409592), np.float64(0.35202291616205694)]",0.10049788373884588
300,binary,-1,gbdt,47,16,0.16802634989443474,0.9064738792002713,0.82745346801054,1,73,1.5106666496133561e-05,0.0002975911596980666,cpu,42,27.46147358274595,0.5883119063183929,0.9956313993409324,"[np.float64(0.5211805752285078), np.float64(0.6044528075548298), np.float64(0.6393023361718413)]",0.04955524944700149
300,binary,-1,gbdt,41,19,0.22132379651825215,0.8371259517437405,0.9734281358800628,10,99,0.5168417820886139,0.09321672120766207,cpu,42,27.46147358274595,0.5816477676231113,0.9964425251064655,"[np.float64(0.5089455692748854), np.float64(0.6026994799145315), np.float64(0.633298253679917)]",0.052904180505796795
300,binary,-1,gbdt,85,18,0.2564599649808572,0.6550847239489922,0.7469788490796233,2,42,9.925360933735642e-07,0.09851750522589016,cpu,42,27.46147358274595,0.516016970404904,0.9972742871229352,"[np.float64(0.37072125746181284), np.float64(0.5580611590252755), np.float64(0.6192684947276237)]",0.10573462894017852
300,binary,-1,gbdt,186,20,0.010160394172239415,0.8011419355866167,0.8038800942286479,6,10,7.415934527324093,1.3745671891979372e-05,cpu,42,27.46147358274595,0.5117923272763749,0.7550843421092539,"[np.float64(0.4925281077518136), np.float64(0.5057131818847808), np.float64(0.5371356921925303)]",0.018711425278476662
300,binary,-1,gbdt,89,17,0.15038357706897765,0.853769967437656,0.8144988271486655,4,33,1.402705055333159e-07,0.003060671483838274,cpu,42,27.46147358274595,0.5844300502352193,0.9996447666874156,"[np.float64(0.4985848542073533), np.float64(0.6004121022594227), np.float64(0.654293194238882)]",0.06456439307142287
300,binary,-1,gbdt,121,16,0.010308040026218596,0.8853946160444628,0.8438588975291216,1,47,0.07270287965353357,0.0002224013502530397,cpu,42,27.46147358274595,0.5010706417191922,0.7034007254818263,"[np.float64(0.49178501503062144), np.float64(0.49381222010105974), np.float64(0.5176146900258956)]",0.011727646563577937
300,binary,-1,gbdt,18,13,0.06857801342834183,0.9916809080791077,0.8915684509174382,8,97,0.00018846792846694726,7.597242114191983e-08,cpu,42,27.46147358274595,0.24700396177381742,0.19964637162654872,"[np.float64(0.1936515836795245), np.float64(0.23450410251724857), np.float64(0.3128561991246792)]",0.04946123025112582
300,binary,-1,gbdt,55,13,0.12604748160303283,0.9559918124171403,0.9053294155357501,4,63,1.4302468946938108e-08,3.084581243373925e-07,cpu,42,27.46147358274595,0.4060671738615215,0.5365231873044848,"[np.float64(0.543117984113676), np.float64(0.31063859004827843), np.float64(0.36444494742261)]",0.0993679172454658
300,binary,-1,gbdt,155,14,0.09805899053321614,0.761034563966829,0.7304908337197155,6,82,1.6704670394518718e-05,5.274909732454787e-07,cpu,42,27.46147358274595,0.414116764132064,0.5602706057677065,"[np.float64(0.5380556860237948), np.float64(0.3379027866330856), np.float64(0.36639181973931156)]",0.08840644215438648
300,binary,-1,gbdt,63,16,0.031063036055108073,0.7166798873152557,0.996089292331848,3,22,0.003461507768862712,0.002318706528828649,cpu,42,27.46147358274595,0.41993103896614387,0.47791043579874204,"[np.float64(0.395524449088099), np.float64(0.39391377493717095), np.float64(0.4703548928731617)]",0.03566111187210632
300,binary,-1,gbdt,31,11,0.25842754608186036,0.928543625381155,0.902857959573727,8,56,4.518203952573486e-06,4.2194010320839335e-06,cpu,42,27.46147358274595,0.5060182382595371,0.8307028319325825,"[np.float64(0.3334852941917314), np.float64(0.5763808830085186), np.float64(0.6081885375783612)]",0.12268834314048756
300,binary,-1,gbdt,144,17,0.08188862471260909,0.7620191123147944,0.7396699589834677,5,80,0.00014327799106367744,1.7820826191580885e-08,cpu,42,27.46147358274595,0.4229488747802765,0.5549587923792566,"[np.float64(0.5591796121652788), np.float64(0.3503993624034966), np.float64(0.359267649772054)]",0.0963976901056553
300,binary,-1,gbdt,76,15,0.04038299768514792,0.9050111356607582,0.8679205242390994,2,57,4.4677817324074696e-08,0.0008516881530048359,cpu,42,27.46147358274595,0.3972185304701121,0.4488330448218085,"[np.float64(0.35091704144589), np.float64(0.3982980201521013), np.float64(0.44244052981234483)]",0.037372103715394366
