iter	Logloss
168	0.03384431063
169	0.03352133801
170	0.03350123391
171	0.03340145176
172	0.03330435526
173	0.0332337348
174	0.03300337819
175	0.03295200211
176	0.03285216156
177	0.03274519137
178	0.03246058654
179	0.03238518454
180	0.03207502114
181	0.03195650187
182	0.03178948581
183	0.03168527627
184	0.03154425509
185	0.03147898773
186	0.03143788429
187	0.03127990581
188	0.03113836085
189	0.03103278042
190	0.03098109158
191	0.03079703174
192	0.03075323992
193	0.03065537253
194	0.03057669425
195	0.03021255954
196	0.03020891778
197	0.02994395918
198	0.02956622364
199	0.02944916897
200	0.02934208612
201	0.02924163139
202	0.02910626969
203	0.02902271799
204	0.02892545858
205	0.02874252942
206	0.02850237821
207	0.02835811053
208	0.02830686866
209	0.02827331778
210	0.02819771566
211	0.0281724721
212	0.02814459776
213	0.0279494203
214	0.0277773566
215	0.0277253546
216	0.02765106431
217	0.02757953216
218	0.02756962447
219	0.02756113997
220	0.02743995011
221	0.02736908097
222	0.02733086582
223	0.02732933106
224	0.02728450412
225	0.02719353868
226	0.02712256903
227	0.02704631339
228	0.02699054978
229	0.02695698954
230	0.02681231223
231	0.0267248809
232	0.02671211439
233	0.02665130518
234	0.02644079797
235	0.02632441404
236	0.02625895184
237	0.02619714871
238	0.02611522065
239	0.02595649276
240	0.02590414719
241	0.02584263382
242	0.02583928312
243	0.02579622158
244	0.02579412078
245	0.0257288737
246	0.02568532062
247	0.02559198586
248	0.02550157679
249	0.02535807615
250	0.02533530823
251	0.02532657172
252	0.02532487411
253	0.02526554112
254	0.025198108
255	0.02503559046
256	0.02503342956
257	0.02498951119
258	0.02498928396
259	0.02492568313
260	0.02488142776
261	0.02483075349
262	0.02480352791
263	0.02470193834
264	0.02462474867
265	0.02458982033
266	0.02449591344
267	0.02442838663
268	0.02434316589
269	0.02430108297
270	0.02424557215
271	0.02417181834
272	0.02413396638
273	0.02405628847
274	0.02399556674
275	0.02395146677
276	0.02392914605
277	0.02388499407
278	0.02384298704
279	0.02366772304
280	0.02362633368
281	0.02360780371
282	0.02357742996
283	0.0235371932
284	0.02344415633
285	0.02339945831
286	0.02339608726
287	0.02338123052
288	0.02330281603
289	0.02328004922
290	0.02312765895
291	0.02297673975
292	0.02294676358
293	0.02290513817
294	0.02285489178
295	0.02278922756
296	0.02252133807
297	0.02246178037
298	0.02238432916
299	0.02238054668
300	0.02223900867
301	0.02215026491
302	0.02210197683
303	0.0220984117
304	0.02202322131
305	0.02200376911
306	0.02194898019
307	0.02191187664
308	0.02190909673
309	0.02182908987
310	0.02175500887
311	0.02173906769
312	0.02173098208
313	0.02167329615
314	0.02165812659
315	0.02163167903
316	0.02153731667
317	0.02150966892
318	0.0214421934
319	0.02138870127
320	0.02133514944
321	0.02129845059
322	0.02112923186
323	0.0210132229
324	0.02092726507
325	0.02089780162
326	0.02082206904
327	0.02081112488
328	0.02075719684
329	0.02071069105
330	0.02070636186
331	0.02064891265
332	0.02058027295
333	0.02057254001
334	0.02057235915
335	0.02051612593
336	0.02048265625
337	0.02046802986
338	0.02044818927
339	0.02026683603
340	0.02023619298
341	0.02023041922
342	0.02018947959
343	0.02012058858
344	0.02008300699
345	0.02007629631
346	0.02001404929
347	0.01994753908
348	0.01989001343
349	0.01988905509
350	0.01983984572
351	0.01980222315
352	0.0197343757
353	0.01957792926
354	0.01950663556
355	0.01943398604
356	0.01939747865
357	0.01935978398
358	0.01928166867
359	0.01923928042
360	0.01919488417
361	0.01914730511
362	0.01914357363
363	0.01909066273
364	0.01904822621
365	0.01892156527
366	0.01886020889
367	0.01882967222
368	0.01881238984
369	0.01874279347
370	0.01871273713
371	0.01868425232
372	0.01867289965
373	0.01862368995
374	0.01858243039
375	0.0185295485
376	0.01852726823
377	0.01848853276
378	0.01845752461
379	0.01839715085
380	0.01834089825
381	0.01826752543
382	0.01816825147
383	0.01814450298
384	0.0181173693
385	0.01807558398
386	0.01804694742
387	0.01804664941
388	0.01804500579
389	0.01800195998
390	0.01799111359
391	0.01798618381
392	0.0179569088
393	0.01794236458
394	0.01789024728
395	0.0178718327
396	0.01785096968
397	0.01782829193
398	0.01778670112
399	0.01774282087
400	0.01774024085
401	0.01772862671
402	0.0177271561
403	0.01767464058
404	0.01764600978
405	0.01762328251
406	0.01762141501
407	0.01761090556
408	0.01752565388
409	0.0174235399
410	0.01736591198
411	0.01731512232
412	0.01729135868
413	0.01728094381
414	0.01724063695
415	0.01717793051
416	0.01714810267
417	0.01714761576
418	0.01714577253
419	0.0171453562
420	0.01713964847
421	0.01710833851
422	0.01707517405
423	0.01705044101
424	0.01704117014
425	0.01703872921
426	0.01701420832
427	0.01688991318
428	0.01687811313
429	0.016820249
430	0.01671218632
431	0.01660860645
432	0.01654040693
433	0.01646283197
434	0.01646179367
435	0.01642790504
436	0.01637439415
437	0.01635563493
438	0.01634983119
439	0.01630732367
440	0.016238776
441	0.01621666111
442	0.01615945603
443	0.01605446215
444	0.01605446356
445	0.01605227381
446	0.01601171219
447	0.01601100557
448	0.0160072184
449	0.01590249681
450	0.01588394538
451	0.01584014757
452	0.01579924536
453	0.01579864899
454	0.01575073878
455	0.01568924359
456	0.01566691848
457	0.01557926124
458	0.0155565627
459	0.01553599966
460	0.01553474557
461	0.01553332659
462	0.0154890795
463	0.01540811196
464	0.01537583733
465	0.01531277667
466	0.01528361404
467	0.01525954045
468	0.01522627054
469	0.01520718684
470	0.01515554805
471	0.01515292434
472	0.01514954458
473	0.01509288277
474	0.0150313642
475	0.01501242407
476	0.01494575946
477	0.01494481081
478	0.01490304155
479	0.01485578463
480	0.01483713441
481	0.01470776104
482	0.01465769388
483	0.01461736584
484	0.01461675005
485	0.01461550133
486	0.01457018002
487	0.01453140907
488	0.01450980286
489	0.01447008421
490	0.01439033381
491	0.01435373018
492	0.01429650521
493	0.01421304496
494	0.01412757465
495	0.01411263364
496	0.01410683125
497	0.0141046503
498	0.01409264889
499	0.01409059874
500	0.01407919703
501	0.01406416497
502	0.01406337559
503	0.01402178798
504	0.01390313142
505	0.0138144194
506	0.01376241408
507	0.01375026811
508	0.01372931972
509	0.01370638495
510	0.01368225934
511	0.01364413082
512	0.01357298456
513	0.01356232377
514	0.01354211745
515	0.01350216033
516	0.01345833516
517	0.01339062697
518	0.0133651608
519	0.01334528443
520	0.01328273583
521	0.0132160435
522	0.01316172421
523	0.01308010614
524	0.0130768918
525	0.01304654193
526	0.01301870592
527	0.01298865572
528	0.01298819656
529	0.0129656505
530	0.0128985994
531	0.01285905558
532	0.01282289549
533	0.012788542
534	0.01278726241
535	0.01274230464
536	0.01269918329
537	0.01268086595
538	0.01261041953
539	0.01259391261
540	0.01256792538
541	0.01255996923
542	0.01255996769
543	0.01250416991
544	0.01249790213
545	0.01249679756
546	0.01247646693
547	0.01245604064
548	0.0124552954
549	0.01242771923
550	0.01240279613
551	0.01236396463
552	0.01233948736
553	0.01231852457
554	0.0122950726
555	0.01225796133
556	0.01225692695
557	0.01223335949
558	0.01221790007
559	0.01220218516
560	0.01216869768
561	0.01215892337
562	0.01213257883
563	0.01209999401
564	0.01209464671
565	0.0120742742
566	0.01206325196
567	0.01198888022
568	0.01196717762
569	0.01195832732
570	0.01195572885
571	0.01191717402
572	0.01190522973
573	0.01188124103
574	0.01183379241
575	0.01180610973
576	0.01175833365
577	0.01174927777
578	0.01171643898
579	0.01171063794
580	0.01167693809
581	0.01167656017
582	0.01167338574
583	0.01165355922
584	0.01162203392
585	0.01160138041
586	0.01158470524
587	0.01158160167
588	0.0115462853
589	0.01152972805
590	0.01152485915
591	0.01149044942
592	0.01146516207
593	0.01142903386
594	0.01142834668
595	0.01139757876
596	0.01137344415
597	0.01136055744
598	0.01133989843
599	0.01133244996
600	0.01130134955
601	0.011290618
602	0.01128661498
603	0.01127737059
604	0.01125389813
605	0.01124445345
606	0.01121429892
607	0.01121386692
608	0.01119308927
609	0.01114405942
610	0.01112696141
611	0.0111094384
612	0.01109886192
613	0.01107736509
614	0.01104656427
615	0.01103159327
616	0.01102790242
617	0.01100630457
618	0.01098651169
619	0.01093475786
620	0.01091866411
621	0.01090292837
622	0.01088712145
623	0.0108636909
624	0.01084299887
625	0.01083155124
626	0.01080549574
627	0.0107897133
628	0.0107634523
629	0.01075267176
630	0.01075216192
631	0.01072524
632	0.01070455918
633	0.01068158033
634	0.01068157893
635	0.01066265742
636	0.01064669665
637	0.0105920215
638	0.01057719355
639	0.01056898707
640	0.01052723565
641	0.01049745951
642	0.01048266618
643	0.01046991891
644	0.01044909766
645	0.01044714811
646	0.01039839249
647	0.01036719655
648	0.01033349013
649	0.01031486788
650	0.0103086515
651	0.01028785806
652	0.01026568959
653	0.01024731709
654	0.01024731017
655	0.01024721654
656	0.01023418279
657	0.01020982359
658	0.01018890325
659	0.01016974103
660	0.01015181179
661	0.01015133201
662	0.01011666613
663	0.01010455471
664	0.01008935531
665	0.01006255384
666	0.0100552142
667	0.01004522841
668	0.01003982928
669	0.01003507228
670	0.01001924462
671	0.009948387295
672	0.00994432029
673	0.0099328692
674	0.009906416569
675	0.009880961069
676	0.009878869366
677	0.00987758535
678	0.009856072025
679	0.009850668175
680	0.00984367063
681	0.009820635995
682	0.009814648448
683	0.009803930091
684	0.009778277399
685	0.009776066321
686	0.009754747207
687	0.009737409895
688	0.009679124321
689	0.009642999389
690	0.00962982608
691	0.009615890379
692	0.009609813117
693	0.009601527387
694	0.009567709802
695	0.009547066557
696	0.009520045376
697	0.009498796905
698	0.00949557787
699	0.009491622112
700	0.009459469535
701	0.00943782062
702	0.009415716869
703	0.009401179837
704	0.009401177769
705	0.009393231821
706	0.0093780695
707	0.00937429619
708	0.009369916984
709	0.009356559182
710	0.00935374891
711	0.009352594493
712	0.009352217148
713	0.009345210582
714	0.009330244522
715	0.009306241137
716	0.009304270481
717	0.009303031696
718	0.00930252006
719	0.009289466651
720	0.009273810123
721	0.009257112736
722	0.009231590723
723	0.009229210748
724	0.009224715438
725	0.009224130127
726	0.009220399958
727	0.009217034254
728	0.009208737335
729	0.009203983635
730	0.009202606766
731	0.009192503761
732	0.009177366136
733	0.009172724622
734	0.009168142724
735	0.009149243384
736	0.00914704806
737	0.009140766473
738	0.009133168586
739	0.009132601792
740	0.009118277046
741	0.009112331964
742	0.009106317229
743	0.009105815964
744	0.009082721835
745	0.009078950527
746	0.009077360858
747	0.009063324618
748	0.00899969572
749	0.008984609534
750	0.008972356352
751	0.008967173052
752	0.00896636197
753	0.008956156686
754	0.008955876387
755	0.008954087907
756	0.008929385062
757	0.008924619064
758	0.00892103003
759	0.008908963575
760	0.008880989767
761	0.008874491389
762	0.008864638373
763	0.008834042728
764	0.008821203952
765	0.008820020927
766	0.008810440413
767	0.00881013617
768	0.008800902475
769	0.008797197604
770	0.008786614186
771	0.008783911629
772	0.008776373031
773	0.008774454661
774	0.008769595901
775	0.008759441161
776	0.0087540155
777	0.008748281107
778	0.008742982146
779	0.008726161074
780	0.008723069149
781	0.008688108218
782	0.008683114127
783	0.008681637374
784	0.008678078069
785	0.008662918911
786	0.008658664588
787	0.008645870722
788	0.008627007223
789	0.008594439741
790	0.008571515633
791	0.008558802821
792	0.008535310172
793	0.008528601061
794	0.008505863525
795	0.008496315826
796	0.008472207601
797	0.008449764989
798	0.008449558473
799	0.008383391201
800	0.008375521718
801	0.008343938043
802	0.008331587202
803	0.008312241343
804	0.008291992331
805	0.008286081973
806	0.008261249841
807	0.008251306324
808	0.008233661092
809	0.00822519819
810	0.008205693565
811	0.00818691098
812	0.008156198314
813	0.008141510809
814	0.008129483381
815	0.008128561471
816	0.008127957473
817	0.008120085883
818	0.008113257713
819	0.008104411094
820	0.008097231858
821	0.008097232382
822	0.008088689547
823	0.008076220517
824	0.008075926032
825	0.008055254339
826	0.008046415048
827	0.008036419411
828	0.008004833996
829	0.007985422765
830	0.007950318812
831	0.007946436384
832	0.007935713497
833	0.007927522593
834	0.007916271505
835	0.007901326653
836	0.007886954019
837	0.007880056402
838	0.007870548075
839	0.007843220426
840	0.007831382964
841	0.007823419443
842	0.007819080381
843	0.007816112447
844	0.007815883411
845	0.007797871983
846	0.007785812165
847	0.007768580828
848	0.007766835596
849	0.007766293645
850	0.007764668429
851	0.007756353415
852	0.007751890848
853	0.007736913533
854	0.007721871493
855	0.007714759797
856	0.007707600256
857	0.007689600753
858	0.00767355777
859	0.007665883268
860	0.007658902727
861	0.007651967438
862	0.007639399415
